	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1068.78	1142.82	1155.36	696.98	700.23	740.05	415.01	485.79	436.40	1007.00	1018.00	1118.00	860.00	848.00	893.00	353.23	360.97	399.05	1018.00	1047.67	1122.32	1142.82	860.00	867.00	712.42	700.23	360.97	371.08	445.74	436.40	46.79	61.16	23.98	23.30	36.30	24.52	5.84	4.17	2.69	3.37	6.61	8.14	255.32	931.00	861.00	845.00	879.00	45.74	67.46	62.39	61.23	63.70	3.31	32.54	37.61	38.77	36.30	995037.00	983967.00	976275.00	985093.00	265.18	746.68	195.00	1457.05	560.17	1891.09	1302.77	554.04	537.26	470.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	689.90	660.47	751.15	451.07	401.22	466.59	284.95	268.03	320.46	689.00	617.00	727.00	487.00	480.00	478.00	284.05	224.56	296.30	689.00	677.67	700.50	689.90	480.00	481.67	439.63	451.07	284.05	268.31	291.14	284.95	46.26	55.87	34.15	4.73	26.76	38.38	8.24	6.60	0.98	7.77	14.30	9.19	218.84	441.00	627.00	442.00	503.33	107.10	31.96	45.43	32.03	36.47	7.76	68.04	54.57	67.97	63.53	304244.00	414112.00	332009.00	350121.67	113.24	87.71	102.58	1109.75	1916.06	1380.78	1468.86	356.05	247.47	328.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	4305.52	4195.15	4228.05	2950.13	3002.51	2857.99	1698.94	1541.06	1648.60	4042.00	3998.00	3979.00	3570.00	3497.00	3385.00	1435.42	1343.91	1399.55	3998.00	4006.33	4242.91	4228.05	3497.00	3484.00	2936.88	2950.13	1399.55	1392.96	1629.53	1648.60	56.67	32.32	73.17	93.18	80.65	46.11	0.81	1.34	2.67	2.49	3.31	4.95	758.91	1346.00	1358.00	1337.00	1347.00	10.54	97.54	98.41	96.88	97.61	0.76	2.46	1.59	3.12	2.39	5795236.00	5697008.00	5652901.00	5715048.33	1534.99	1276.08	1212.64	1489.76	1639.98	1817.68	1649.14	2995.86	2993.87	2799.47	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	802.81	602.56	1544.47	176.60	150.46	186.70	630.58	453.96	1363.24	392.00	536.00	404.00	181.00	124.00	134.00	219.77	387.41	222.77	404.00	444.00	983.28	802.81	134.00	146.33	171.25	176.60	222.77	276.65	815.93	630.58	496.22	79.90	18.70	30.44	482.15	95.93	18.00	50.47	20.80	10.92	34.68	59.09	836.95	47.00	9.00	19.00	25.00	19.70	3.41	0.65	1.38	1.81	1.43	96.59	99.35	98.62	98.19	37732.00	5423.00	29345.00	24166.67	1442.63	241.52	3322.13	20.54	16.92	7.80	15.09	59.89	44.22	84.58	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	506.08	429.40	835.00	226.07	184.22	165.12	300.93	248.86	679.24	417.00	385.00	835.00	191.00	182.00	121.00	211.85	204.46	679.24	417.00	545.67	590.16	506.08	182.00	164.67	191.80	184.22	211.85	365.18	409.68	300.93	215.48	251.08	31.17	38.08	234.89	272.01	46.01	36.51	23.13	16.25	74.48	57.34	425.49	136.00	25.00	1.00	54.00	72.02	9.86	1.81	0.07	3.91	5.22	90.14	98.19	99.93	96.09	68827.00	10735.00	835.00	26799.00	459.30	83.14	0.00	89.11	74.83	<NO DATA>	54.65	197.08	66.19	90.37	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	1595.40	436.88	478.69	213.45	205.34	183.97	1389.40	238.71	302.41	426.00	422.00	402.00	183.00	187.00	120.00	220.00	223.83	225.71	422.00	416.67	836.99	478.69	183.00	163.33	200.92	205.34	223.83	223.18	643.50	302.41	657.13	12.86	15.23	37.58	646.75	2.91	3.09	78.51	23.01	7.58	1.30	100.50	673.66	356.00	319.00	123.00	266.00	125.22	25.80	23.12	8.91	19.28	9.07	74.20	76.88	91.09	80.72	567962.00	139364.00	58879.00	255401.67	7151.99	122.37	476.59	69.16	622.26	78.05	256.49	111.02	85.35	101.21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	631.56	574.30	456.29	251.02	284.77	219.54	391.41	313.77	243.79	530.00	520.00	427.00	179.00	204.00	195.00	289.84	259.48	214.50	520.00	492.33	554.05	574.30	195.00	192.67	251.77	251.02	259.48	254.61	316.32	313.77	89.37	56.80	32.62	12.66	73.84	37.91	11.54	16.13	6.57	12.96	14.89	23.34	361.38	340.00	301.00	273.00	304.67	33.65	24.64	21.81	19.78	22.08	2.44	75.36	78.19	80.22	77.92	214732.00	172863.00	124567.00	170720.67	982.58	182.87	141.18	135.44	516.47	471.44	374.45	150.48	221.72	102.03	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	1032.75	1160.77	1049.84	409.90	438.49	458.03	666.05	758.00	624.88	983.00	1163.00	998.00	226.00	270.00	300.00	616.30	760.23	573.04	998.00	1048.00	1081.12	1049.84	270.00	265.33	435.47	438.49	616.30	649.86	682.98	666.05	69.51	99.87	24.21	37.22	68.15	98.00	9.53	6.43	14.03	5.56	15.08	9.98	815.79	102.00	126.00	157.00	128.33	27.57	7.39	9.13	11.38	9.30	2.00	92.61	90.87	88.62	90.70	105340.00	146257.00	164825.00	138807.33	304.56	404.56	306.78	223.07	236.08	319.79	259.64	396.31	394.24	377.91	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	791.58	1156.82	697.68	311.95	346.11	226.01	528.66	891.85	475.46	503.00	1104.00	428.00	187.00	196.00	199.00	240.08	839.03	205.78	503.00	678.33	882.03	791.58	196.00	194.00	294.69	311.95	240.08	428.30	631.99	528.66	242.56	370.54	61.89	6.24	226.61	356.12	54.63	27.50	3.22	21.00	83.15	35.86	688.03	275.00	44.00	28.00	115.67	138.22	19.93	3.19	2.03	8.38	10.02	80.07	96.81	97.97	91.62	217685.00	50900.00	19535.00	96040.00	1524.25	522.12	622.63	95.38	75.16	21.38	63.97	313.61	670.70	92.74	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	1229.87	1315.08	505.27	176.43	230.78	212.24	1059.24	1090.83	296.48	512.00	431.00	419.00	125.00	200.00	188.00	341.37	206.75	210.21	431.00	454.00	1016.74	1229.87	188.00	171.00	206.48	212.24	210.21	252.78	815.52	1059.24	444.99	50.59	27.63	40.29	449.78	76.75	11.14	43.77	23.56	13.38	30.36	55.15	845.74	15.00	84.00	160.00	86.33	72.53	1.09	6.09	11.59	6.26	5.26	98.91	93.91	88.41	93.74	18448.00	110467.00	80844.00	69919.67	1635.71	7115.63	300.76	9.71	12.88	157.72	60.11	82.20	100.12	72.65	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
