	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1209.19	1092.62	1358.65	818.21	895.46	1228.12	392.61	271.63	522.39	1124.00	1044.00	1192.00	878.00	875.00	874.00	307.41	223.00	355.75	1124.00	1120.00	1220.16	1209.19	875.00	875.67	980.60	895.46	307.41	295.39	395.54	392.61	133.35	74.08	217.81	2.08	125.41	67.18	6.61	10.93	0.24	22.21	22.74	31.71	344.49	401.00	380.00	354.00	378.33	23.54	29.06	27.54	25.65	27.42	1.71	70.94	72.46	74.35	72.58	484887.00	415197.00	480961.00	460348.33	649.65	181.74	517.09	242.34	567.96	357.63	389.31	280.61	629.49	3527.31	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1342.62	2442.33	1205.00	878.94	1074.80	882.77	490.76	1446.55	355.03	1180.00	1333.00	1149.00	968.00	1063.00	996.00	328.14	337.22	299.03	1180.00	1220.67	1663.32	1342.62	996.00	1009.00	945.50	882.77	328.14	321.46	764.11	490.76	678.15	98.51	111.99	48.82	594.89	19.95	8.07	40.77	4.84	11.84	6.21	77.85	654.32	841.00	444.00	728.00	671.00	204.55	60.94	32.17	52.75	48.62	14.82	39.06	67.83	47.25	51.38	1129143.00	1084395.00	877238.00	1030258.67	838.45	6729.41	180.74	492.25	95.44	1430.01	672.57	437.66	657.06	482.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	1476.75	1284.82	1243.69	922.48	984.79	861.91	577.33	384.22	406.59	1240.00	1239.00	1212.00	956.00	962.00	957.00	340.58	338.41	374.90	1239.00	1230.33	1335.08	1284.82	957.00	958.33	923.06	922.48	340.58	351.30	456.05	406.59	124.40	15.89	61.44	3.21	105.62	20.47	1.29	9.32	0.34	6.66	5.83	23.16	376.75	674.00	588.00	779.00	680.33	95.66	48.84	42.61	56.45	49.30	6.93	51.16	57.39	43.55	50.70	995328.00	755473.00	968833.00	906544.67	2672.46	271.77	266.61	145.60	831.29	1188.02	721.64	458.55	656.36	479.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	1677.76	1203.63	1038.47	803.98	780.15	738.08	979.02	495.95	351.69	1042.00	956.00	936.00	707.00	692.00	691.00	343.26	248.32	249.22	956.00	978.00	1306.62	1203.63	692.00	696.67	774.07	780.15	249.22	280.27	608.89	495.95	331.85	56.32	33.37	8.96	328.56	54.56	5.76	25.40	1.29	4.31	19.47	53.96	609.95	364.00	173.00	393.00	310.00	119.53	26.38	12.54	28.48	22.46	8.66	73.62	87.46	71.52	77.54	610705.00	208228.00	408120.00	409017.67	1298.46	698.45	309.31	274.45	122.84	446.85	281.38	750.73	698.45	455.63	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	1066.59	761.64	847.88	457.28	351.51	531.95	625.59	431.76	392.19	712.00	683.00	729.00	410.00	311.00	389.00	271.00	353.12	273.31	712.00	708.00	892.04	847.88	389.00	370.00	446.91	457.28	273.31	299.14	483.18	431.76	157.20	23.26	90.67	52.16	124.91	46.76	3.29	17.62	14.10	20.29	15.63	25.85	522.04	195.00	819.00	410.00	474.67	316.99	14.13	59.35	29.71	34.40	22.97	85.87	40.65	70.29	65.60	207986.00	623782.00	347630.00	393132.67	1097.00	512.90	729.72	111.20	689.44	220.35	340.33	163.15	185.89	544.66	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	767.03	858.82	740.87	355.70	348.65	327.86	417.12	517.29	417.41	614.00	668.00	703.00	324.00	307.00	299.00	264.09	326.47	379.54	668.00	661.67	788.91	767.03	307.00	310.00	344.07	348.65	326.47	323.37	450.61	417.41	61.94	44.84	14.47	12.77	57.75	57.79	6.78	7.85	4.12	4.21	17.87	12.82	478.91	706.00	751.00	946.00	801.00	127.57	51.16	54.42	68.55	58.04	9.24	48.84	45.58	31.45	41.96	541522.00	644974.00	700862.00	629119.33	690.60	1014.95	226.76	426.43	382.76	1741.35	850.18	77.50	84.94	61.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	947.37	916.62	903.81	425.45	362.58	438.41	542.92	557.71	484.18	785.00	714.00	795.00	402.00	375.00	386.00	380.54	355.09	375.37	785.00	764.67	922.60	916.62	386.00	387.67	408.81	425.45	375.37	370.33	528.27	542.92	22.39	44.16	40.56	13.58	38.89	13.46	5.78	2.43	3.50	9.92	3.63	7.36	534.93	491.00	898.00	598.00	662.33	210.99	35.58	65.07	43.33	48.00	15.29	64.42	34.93	56.67	52.00	465161.00	823124.00	540476.00	609587.00	1203.60	1131.38	776.14	221.48	442.66	373.05	345.73	232.33	58.77	197.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	957.85	857.55	701.86	413.17	428.57	382.01	560.29	437.82	331.38	687.00	721.00	620.00	395.00	405.00	314.00	289.44	301.27	249.52	687.00	676.00	839.09	857.55	395.00	371.33	407.92	413.17	289.44	280.08	443.16	437.82	128.99	51.39	23.72	49.90	114.55	27.11	7.60	15.37	13.44	5.82	9.68	25.85	467.76	445.00	258.00	259.00	320.67	107.68	32.25	18.70	18.77	23.24	7.80	67.75	81.30	81.23	76.76	426244.00	221249.00	181782.00	276425.00	3126.62	609.99	337.56	79.74	185.18	254.26	173.06	163.95	111.53	119.49	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	710.34	1363.40	1066.13	385.10	387.73	354.49	350.49	989.78	718.36	606.00	604.00	622.00	327.00	373.00	315.00	246.16	230.38	274.23	606.00	610.67	1046.62	1066.13	327.00	338.33	375.77	385.10	246.16	250.25	686.21	718.36	326.97	9.87	18.48	30.62	320.85	22.21	1.62	31.24	9.05	4.92	8.88	46.76	708.29	540.00	217.00	379.00	378.67	161.50	39.13	15.72	27.46	27.44	11.70	60.87	84.28	72.54	72.56	383582.00	295858.00	404065.00	361168.33	1100.02	4314.95	1698.89	172.06	49.78	160.26	127.36	192.24	137.35	75.68	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	1119.91	995.52	841.93	421.89	418.01	434.68	733.71	601.26	430.57	613.00	621.00	710.00	396.00	394.00	395.00	226.80	226.73	298.64	621.00	648.00	985.79	995.52	395.00	395.00	424.86	421.89	226.80	250.72	588.51	601.26	139.25	53.84	8.72	1.00	151.97	41.50	8.31	14.13	0.25	2.05	16.55	25.82	590.79	451.00	224.00	361.00	345.33	114.31	32.68	16.23	26.16	25.02	8.28	67.32	83.77	73.84	74.98	505081.00	222997.00	303935.00	344004.33	1317.24	1774.91	516.93	251.21	75.88	300.69	209.26	351.10	265.62	213.03	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
