	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	2154.88	2239.37	2219.29	521.05	602.81	648.87	1685.06	1688.54	1638.89	2303.00	2368.00	2333.00	411.00	477.00	477.00	1833.18	1817.16	1752.59	2333.00	2334.67	2204.52	2219.29	477.00	455.00	590.91	602.81	1817.16	1800.98	1670.83	1685.06	44.14	32.53	64.73	38.11	27.72	42.66	1.39	2.00	8.37	10.95	2.37	1.66	1749.52	971.00	1032.00	1067.00	1023.33	48.58	70.36	74.78	77.32	74.15	3.52	29.64	25.22	22.68	25.85	2092388.00	2311034.00	2367986.00	2257136.00	635.58	691.80	897.05	2574.33	2518.88	1949.39	2347.53	383.23	376.52	470.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	2876.85	2939.32	2987.53	1336.63	1332.30	1693.44	1640.95	1662.97	1459.84	2907.00	2973.00	2891.00	803.00	961.00	895.00	1671.10	1696.65	1363.32	2907.00	2923.67	2934.57	2939.32	895.00	886.33	1454.12	1336.63	1671.10	1577.02	1587.92	1640.95	55.49	43.47	207.26	79.36	111.46	185.52	1.49	1.89	8.95	14.25	11.76	7.02	2048.23	1307.00	1296.00	1247.00	1283.33	31.94	94.71	93.91	90.36	93.00	2.31	5.29	6.09	9.64	7.00	3760039.00	3809360.00	3725447.00	3764948.67	857.15	586.88	1897.07	2502.15	3672.30	959.60	2378.02	1151.64	893.93	1895.99	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	2988.14	3012.48	3057.26	1477.72	1713.41	1629.77	1590.61	1551.24	1493.05	2998.00	2990.00	3013.00	918.00	1231.00	1118.00	1600.47	1528.76	1448.79	2998.00	3000.33	3019.29	3012.48	1118.00	1089.00	1606.97	1629.77	1528.76	1526.01	1544.97	1551.24	35.06	11.68	119.49	158.50	49.08	75.88	0.39	1.16	14.55	7.44	4.97	3.18	1930.29	1288.00	1321.00	1265.00	1291.33	28.15	93.33	95.72	91.67	93.57	2.04	6.67	4.28	8.33	6.43	3848725.00	3979484.00	3867429.00	3898546.00	491.15	679.59	638.98	4171.28	3015.32	2955.81	3380.80	1257.92	2145.87	1124.99	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	1402.14	1320.54	1508.56	986.38	771.48	1048.47	483.25	568.14	597.34	1326.00	1283.00	1325.00	805.00	549.00	729.00	407.12	530.59	413.78	1325.00	1311.33	1410.41	1402.14	729.00	694.33	935.44	986.38	413.78	450.50	549.57	568.14	94.28	24.54	145.35	131.47	59.26	69.45	1.87	6.68	18.94	15.54	15.42	10.78	716.08	973.00	1264.00	1100.00	1112.33	145.89	70.51	91.59	79.71	80.60	10.57	29.49	8.41	20.29	19.40	1364278.00	1669165.00	1659414.00	1564285.67	537.37	481.04	1629.15	875.01	1492.86	403.32	923.73	659.78	411.90	1243.42	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	1268.96	1153.64	1755.11	702.63	615.41	573.78	671.21	569.96	1207.11	886.00	910.00	876.00	569.00	573.00	563.00	288.26	326.31	328.00	886.00	890.67	1392.57	1268.96	569.00	568.33	630.61	615.41	326.31	314.19	816.09	671.21	319.22	17.47	65.76	5.03	342.40	22.48	1.96	22.92	0.89	10.43	7.15	41.96	824.24	255.00	666.00	362.00	427.67	213.22	18.48	48.26	26.23	30.99	15.45	81.52	51.74	73.77	69.01	323584.00	768326.00	635349.00	575753.00	2164.94	1779.26	4819.93	79.06	213.34	90.66	127.69	729.17	288.35	292.69	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	840.37	998.74	811.17	514.78	601.01	495.83	345.35	496.74	353.42	806.00	800.00	743.00	482.00	481.00	413.00	310.98	298.00	285.25	800.00	783.00	883.43	840.37	481.00	458.67	537.21	514.78	298.00	298.08	398.50	353.42	100.93	34.77	56.06	39.55	85.17	12.87	4.44	11.42	8.62	10.44	4.32	21.37	424.76	500.00	281.00	428.00	403.00	111.62	36.23	20.36	31.01	29.20	8.09	63.77	79.64	68.99	70.80	420184.00	280646.00	347182.00	349337.33	212.97	1073.81	308.43	810.77	129.99	490.44	477.07	166.73	887.08	380.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	1827.65	1219.87	1379.74	683.22	643.48	636.49	1214.92	653.56	828.55	911.00	918.00	906.00	585.00	571.00	514.00	298.27	351.70	354.82	911.00	911.67	1475.75	1379.74	571.00	556.67	654.40	643.48	351.70	334.93	899.01	828.55	315.06	6.03	25.20	37.61	287.23	31.78	0.66	21.35	6.76	3.85	9.49	31.95	919.09	332.00	642.00	328.00	434.00	180.14	24.06	46.52	23.77	31.45	13.05	75.94	53.48	76.23	68.55	606780.00	783155.00	452554.00	614163.00	3364.96	1290.87	1652.96	119.87	325.04	164.41	203.11	522.18	509.41	652.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	2020.69	1430.52	1567.17	1104.46	662.23	732.42	1275.59	789.14	851.20	1060.00	976.00	1053.00	706.00	608.00	689.00	314.90	334.62	337.04	1053.00	1029.67	1672.79	1567.17	689.00	667.67	833.03	732.42	334.62	328.85	971.98	851.20	308.94	46.61	237.66	52.37	264.76	12.14	4.53	18.47	7.84	28.53	3.69	27.24	1005.13	297.00	394.00	395.00	362.00	56.29	21.52	28.55	28.62	26.23	4.08	78.48	71.45	71.38	73.77	600145.00	563626.00	619032.00	594267.67	3865.27	2484.56	1774.99	98.01	125.14	189.42	137.53	2760.27	248.23	241.47	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	antigen 036	MAGEA5	1	2	1	1945.85	1457.15	913.46	517.77	550.08	539.46	1455.73	977.38	408.91	794.00	726.00	780.00	480.00	421.00	482.00	303.88	246.23	275.45	780.00	766.67	1438.82	1457.15	480.00	461.00	535.77	539.46	275.45	275.18	947.34	977.38	516.44	35.91	16.47	34.66	524.06	28.83	4.68	35.89	7.52	3.07	10.47	55.32	977.82	176.00	234.00	339.00	249.67	82.62	12.75	16.96	24.57	18.09	5.99	87.25	83.04	75.43	81.91	342470.00	340974.00	309663.00	331035.67	3471.73	2963.90	550.57	73.80	77.16	251.78	134.25	258.46	531.64	253.49	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	3601.39	1432.84	951.08	526.19	556.17	515.93	3079.08	911.34	448.65	1433.00	758.00	736.00	498.00	496.00	490.00	910.69	236.50	233.57	758.00	975.67	1995.10	1432.84	496.00	494.67	532.76	526.19	236.50	460.25	1479.69	911.34	1411.79	396.22	20.91	4.16	1404.30	390.09	40.61	70.76	0.84	3.92	84.76	94.90	1500.44	41.00	80.00	96.00	72.33	28.29	2.97	5.80	6.96	5.24	2.05	97.03	94.20	93.04	94.76	147657.00	114627.00	91304.00	117862.67	4696.06	3370.57	628.03	26.88	21.63	68.58	39.03	95.43	350.71	176.34	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
