	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1013.57	1039.41	1040.26	623.17	641.16	637.99	416.05	424.61	431.66	995.00	1013.00	1006.00	360.00	565.00	433.00	397.48	398.19	397.41	1006.00	1004.67	1031.08	1039.41	433.00	452.67	634.11	637.99	397.48	397.69	424.11	424.61	15.17	9.07	9.60	103.91	7.82	0.43	0.90	1.47	22.95	1.51	0.11	1.84	578.41	1064.00	1097.00	1116.00	1092.33	26.31	77.10	79.49	80.87	79.15	1.91	22.90	20.51	19.13	20.85	1078438.00	1140237.00	1160928.00	1126534.33	144.81	168.59	170.44	3056.90	2762.82	2826.41	2882.05	477.09	485.70	495.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1259.01	1283.78	1280.34	775.27	917.04	839.02	527.95	546.63	496.48	1207.00	1282.00	1247.00	991.00	980.00	1052.00	475.93	544.84	463.15	1247.00	1245.33	1274.38	1280.34	991.00	1007.67	843.77	839.02	475.93	494.64	523.69	527.95	13.42	37.53	71.00	38.79	25.34	43.94	3.01	1.05	3.85	8.42	8.88	4.84	266.71	1219.00	1248.00	1155.00	1207.33	47.59	88.33	90.43	83.70	87.49	3.45	11.67	9.57	16.30	12.51	1534737.00	1602159.00	1478787.00	1538561.00	271.28	214.04	209.15	2372.34	3187.23	2741.81	2767.13	607.87	2458.36	658.39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	5093.86	5093.64	5230.59	2885.66	2912.16	2995.79	2522.10	2415.64	2537.76	4699.00	4738.00	4905.00	3552.00	3653.00	3736.00	2127.23	2060.00	2212.17	4738.00	4780.67	5139.36	5093.86	3653.00	3647.00	2931.20	2912.16	2127.23	2133.14	2491.83	2522.10	79.00	109.43	57.48	92.15	66.45	76.26	2.29	1.54	2.53	1.96	3.57	2.67	1492.36	1288.00	1302.00	1274.00	1288.00	14.00	93.33	94.35	92.32	93.33	1.01	6.67	5.65	7.68	6.67	6560896.00	6631919.00	6663770.00	6618861.67	1518.06	1416.88	1438.31	2139.88	2219.79	2247.86	2202.51	3034.71	2838.49	3070.93	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	627.12	600.46	658.68	246.46	264.89	253.23	390.05	345.43	412.02	487.00	482.00	518.00	213.00	215.00	219.00	249.93	226.97	271.34	487.00	495.67	628.75	627.12	215.00	215.67	254.86	253.23	249.93	249.41	382.50	390.05	29.15	19.50	9.32	3.06	33.93	22.19	3.93	4.64	1.42	3.66	8.90	8.87	413.09	86.00	76.00	206.00	122.67	72.34	6.23	5.51	14.93	8.89	5.24	93.77	94.49	85.07	91.11	53932.00	45635.00	135689.00	78418.67	458.66	374.35	480.64	73.13	70.13	176.59	106.62	86.58	101.18	79.19	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	768.43	859.34	882.62	453.27	437.94	466.63	345.35	433.07	432.68	750.00	796.00	793.00	285.00	295.00	395.00	326.91	369.74	343.06	793.00	779.67	836.80	859.34	295.00	325.00	452.61	453.27	343.06	346.57	403.70	432.68	60.34	25.74	14.36	60.83	50.54	21.63	3.30	7.21	18.72	3.17	6.24	12.52	511.80	717.00	883.00	799.00	799.67	83.00	51.96	63.99	57.90	57.95	6.01	48.04	36.01	42.10	42.05	550967.00	758793.00	705214.00	671658.00	102.48	676.38	1262.12	2416.18	565.37	273.91	1085.15	349.14	261.89	295.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	669.29	676.66	679.53	330.19	348.80	323.40	357.11	342.22	373.05	606.00	692.00	674.00	220.00	228.00	210.00	293.82	357.56	367.52	674.00	657.33	675.16	676.66	220.00	219.33	334.13	330.19	357.56	339.63	357.46	357.11	5.28	45.36	13.15	9.02	15.42	39.99	6.90	0.78	4.11	3.94	11.77	4.31	455.83	686.00	760.00	790.00	745.33	53.53	49.71	55.07	57.25	54.01	3.88	50.29	44.93	42.75	45.99	459133.00	514260.00	536831.00	503408.00	151.74	126.36	129.26	1614.47	2058.38	2279.96	1984.27	189.99	188.41	187.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	1202.03	1348.41	1473.79	525.84	620.97	699.30	695.63	762.23	811.02	1156.00	1299.00	1467.00	285.00	253.00	278.00	649.60	712.82	804.23	1299.00	1307.33	1341.41	1348.41	278.00	272.00	615.37	620.97	712.82	722.22	756.29	762.23	136.02	155.67	86.87	16.82	57.92	77.74	11.91	10.14	6.18	14.12	10.76	7.66	1069.41	918.00	1056.00	881.00	951.67	92.23	66.52	76.52	63.84	68.96	6.68	33.48	23.48	36.16	31.04	1103463.00	1423921.00	1298410.00	1275264.67	303.58	736.48	260.53	2103.52	1092.92	2742.55	1979.66	397.43	560.33	645.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	669.92	779.66	674.00	341.44	320.21	306.56	339.89	467.02	372.42	611.00	611.00	613.00	296.00	282.00	286.00	280.98	298.36	311.43	611.00	611.67	707.86	674.00	286.00	288.00	322.74	320.21	298.36	296.92	393.11	372.42	62.22	1.15	17.58	7.21	66.04	15.28	0.19	8.79	2.50	5.45	5.15	16.80	419.86	194.00	175.00	206.00	191.67	15.63	14.06	12.68	14.93	13.89	1.13	85.94	87.32	85.07	86.11	129964.00	136441.00	138843.00	135082.67	433.42	1417.74	335.05	152.14	57.65	228.98	146.25	138.15	114.05	97.96	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	3431.38	3611.29	3709.25	1241.68	1343.44	1377.08	2279.97	2363.19	2499.81	3368.00	3501.00	3591.00	194.00	196.00	199.00	2216.59	2252.90	2381.56	3501.00	3486.67	3583.97	3611.29	196.00	196.33	1320.73	1343.44	2252.90	2283.69	2380.99	2363.19	140.94	112.19	70.50	2.52	111.00	86.69	3.22	3.93	1.28	5.34	3.80	4.66	3387.64	1035.00	969.00	1004.00	1002.67	33.02	75.00	70.22	72.75	72.66	2.39	25.00	29.78	27.25	27.34	3551476.00	3499341.00	3724087.00	3591634.67	788.58	776.13	1865.58	2992.43	2950.44	1345.33	2429.40	1466.16	1562.82	1689.71	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	882.65	984.82	1001.60	389.30	485.17	470.70	513.02	525.57	557.36	876.00	894.00	949.00	202.00	275.00	222.00	506.37	434.75	504.76	894.00	906.33	956.35	984.82	222.00	233.00	448.39	470.70	504.76	481.96	531.98	525.57	64.38	38.03	51.68	37.72	22.85	40.90	4.20	6.73	16.19	11.53	8.49	4.30	723.35	1002.00	890.00	976.00	956.00	58.62	72.61	64.49	70.72	69.28	4.25	27.39	35.51	29.28	30.72	884414.00	876489.00	977558.00	912820.33	221.86	345.28	265.72	2316.96	1354.70	2047.18	1906.28	277.61	332.67	354.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	antigen 044	NY-CO-45	1	2	3	629.86	724.70	799.27	289.39	353.50	403.48	355.05	395.98	411.32	580.00	686.00	738.00	218.00	198.00	281.00	305.18	357.28	350.05	686.00	668.00	717.94	724.70	218.00	232.33	348.79	353.50	350.05	337.51	387.45	395.98	84.90	80.52	57.19	43.32	29.09	28.22	12.05	11.83	18.64	16.40	8.36	7.51	485.61	891.00	591.00	643.00	708.33	160.32	64.57	42.83	46.59	51.33	11.62	35.43	57.17	53.41	48.67	561208.00	428299.00	513930.00	501145.67	234.99	201.99	221.65	1346.20	1158.58	1193.24	1232.67	157.06	252.21	231.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
