	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	383.50	1340.00	1621.60	146.82	204.74	140.76	237.05	1182.46	1481.72	407.00	1340.00	1252.00	130.00	178.00	123.00	260.55	1182.46	1112.12	1252.00	999.67	1115.03	1340.00	130.00	143.67	164.11	146.82	1112.12	851.71	967.08	1182.46	648.98	515.15	35.32	29.94	649.69	513.17	51.53	58.20	20.84	21.52	60.25	67.18	971.37	2.00	1.00	5.00	2.67	2.08	0.14	0.07	0.36	0.19	0.15	99.86	99.93	99.64	99.81	767.00	1340.00	8108.00	3405.00	33.23	0.00	1383.44	14.27	<NO DATA>	5.36	6.54	30.54	513.53	31.33	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	559.00	2671.67	7057.20	155.91	151.66	147.49	403.25	2520.33	6910.57	559.00	2344.00	5176.00	169.00	126.00	124.00	403.25	2192.66	5029.38	2344.00	2693.00	3429.29	2671.67	126.00	139.67	151.69	151.66	2192.66	2541.76	3278.05	2520.33	3314.69	2328.20	4.21	25.42	3319.18	2332.74	86.45	96.66	18.20	2.78	91.78	101.25	3289.62	1.00	3.00	5.00	3.00	2.00	0.07	0.22	0.36	0.22	0.14	99.93	99.78	99.64	99.78	559.00	8015.00	35286.00	14620.00	0.00	2245.50	7082.50	<NO DATA>	3.37	4.88	2.75	33.38	38.46	37.89	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	728.00	0.00	362.00	147.44	141.29	150.06	582.15	0.00	212.41	728.00	0.00	362.00	125.00	121.00	126.00	582.15	0.00	212.41	362.00	363.33	363.33	362.00	125.00	124.00	146.26	147.44	212.41	264.85	264.85	212.41	364.00	364.00	4.50	2.65	294.60	294.60	100.18	100.18	2.13	3.08	111.23	111.23	239.33	1.00	0.00	1.00	0.67	0.58	0.07	0.00	0.07	0.05	0.04	99.93	100.00	99.93	99.95	728.00	0.00	362.00	363.33	0.00	0.00	0.00	<NO DATA>	<NO DATA>	<NO DATA>	<NO DATA>	35.77	35.51	38.31	0	0	0	3	3	3	1	3	0	0	3	0	0	0	3	3
4	antigen 007	COL6A1	1	1	4	2157.31	11155.00	2871.00	179.18	164.11	167.13	1993.02	10991.71	2711.34	564.00	14924.00	2871.00	183.00	184.00	185.00	399.71	14760.71	2711.34	2871.00	6119.67	5394.44	2871.00	184.00	184.00	170.14	167.13	2711.34	5957.26	5232.03	2711.34	5001.54	7711.54	7.97	1.00	5000.95	7711.13	126.01	92.72	0.54	4.69	129.44	95.58	5210.44	29.00	4.00	1.00	11.33	15.37	2.10	0.29	0.07	0.82	1.11	97.90	99.71	99.93	99.18	62562.00	44620.00	2871.00	36684.33	7800.31	13600.12	0.00	7.41	3.23	<NO DATA>	3.55	210.26	45.32	68.31	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	3001.60	732.33	814.00	389.88	168.53	173.16	2833.03	563.79	641.18	1177.00	465.00	550.00	189.00	186.00	190.00	1008.43	296.46	377.18	550.00	730.67	1515.98	814.00	189.00	188.33	243.86	173.16	377.18	560.69	1346.00	641.18	1287.23	388.87	126.48	2.08	1288.39	389.85	53.22	84.91	1.11	51.87	69.53	95.72	1327.64	10.00	3.00	3.00	5.33	4.04	0.72	0.22	0.22	0.39	0.29	99.28	99.78	99.78	99.61	30016.00	2197.00	2442.00	11551.67	6011.85	476.96	604.87	4.71	3.55	3.18	3.81	3357.59	37.86	39.25	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	605.71	0.00	455.00	210.57	174.46	165.06	425.43	0.00	289.42	411.00	0.00	455.00	188.00	188.00	188.00	230.71	0.00	289.42	411.00	288.67	353.57	455.00	188.00	188.00	183.37	174.46	230.71	173.38	238.28	289.42	315.34	250.96	24.03	0.00	217.28	152.99	86.94	89.19	0.00	13.10	88.24	91.18	165.57	7.00	0.00	1.00	2.67	3.79	0.51	0.00	0.07	0.19	0.27	99.49	100.00	99.93	99.81	4240.00	0.00	455.00	1565.00	520.35	0.00	0.00	5.72	<NO DATA>	<NO DATA>	1.91	519.98	32.61	38.32	0	0	0	3	3	3	1	3	0	0	3	0	0	0	3	3
7	antigen 032	MAGEA3	1	1	7	1084.92	702.75	0.00	189.52	185.59	180.91	898.41	516.91	0.00	657.00	504.00	0.00	195.00	193.00	193.00	470.50	318.16	0.00	504.00	387.00	595.89	702.75	193.00	193.67	185.34	185.59	318.16	262.89	471.78	516.91	550.30	343.77	4.31	1.15	450.90	240.07	88.83	92.35	0.60	2.33	91.32	95.58	402.22	12.00	12.00	0.00	8.00	6.93	0.87	0.87	0.00	0.58	0.50	99.13	99.13	100.00	99.42	13019.00	8433.00	0.00	7150.67	1428.63	367.27	0.00	7.55	16.89	<NO DATA>	8.15	47.82	31.05	46.95	0	0	0	3	3	3	1	0	3	0	0	3	0	0	3	3
8	antigen 112	SOX1	1	1	8	692.25	647.35	840.39	177.57	199.58	199.12	513.20	452.53	647.36	503.00	598.00	558.00	192.00	191.00	191.00	323.95	403.18	364.97	558.00	553.00	726.66	692.25	191.00	191.33	192.09	199.12	364.97	364.03	537.70	513.20	101.01	47.70	12.58	0.58	99.70	39.62	8.63	13.90	0.30	6.55	10.88	18.54	535.33	8.00	17.00	18.00	14.33	5.51	0.58	1.23	1.30	1.04	0.40	99.42	98.77	98.70	98.96	5538.00	11005.00	15127.00	10556.67	422.58	336.28	849.07	9.72	22.88	13.72	15.44	32.40	52.79	55.69	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	13543.50	342.00	3298.00	150.23	142.67	195.37	13393.43	200.21	3132.79	25695.00	342.00	2109.00	132.00	125.00	182.00	25544.93	200.21	1943.79	2109.00	9382.00	5727.83	3298.00	132.00	146.33	162.76	150.23	1943.79	9229.64	5575.48	3132.79	6928.06	14155.07	28.49	31.09	6927.50	14156.32	150.87	120.95	21.24	17.51	153.38	124.25	5581.50	2.00	1.00	12.00	5.00	6.08	0.14	0.07	0.87	0.36	0.44	99.86	99.93	99.13	99.64	27087.00	342.00	39576.00	22335.00	17184.82	0.00	3082.24	1.56	<NO DATA>	12.20	4.59	30.78	32.84	486.08	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	2343.00	3621.00	1583.89	143.91	156.25	154.77	2199.84	3464.82	1429.17	4059.00	3621.00	1206.00	124.00	173.00	170.00	3915.84	3464.82	1051.28	3621.00	2962.00	2515.96	2343.00	170.00	155.67	151.64	154.77	3464.82	2810.65	2364.61	2199.84	1029.51	1536.43	6.73	27.47	1027.78	1540.25	51.87	40.92	17.64	4.44	54.80	43.47	2360.30	2.00	1.00	9.00	4.00	4.36	0.14	0.07	0.65	0.29	0.32	99.86	99.93	99.35	99.71	4686.00	3621.00	14255.00	7520.67	2426.79	0.00	1150.04	1.81	<NO DATA>	11.18	4.33	33.54	36.02	33.79	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
