	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	2181.92	2140.45	2442.29	151.89	156.33	129.11	2034.38	2003.31	2315.52	2226.00	2206.00	2393.00	133.00	121.00	118.00	2078.46	2068.86	2266.23	2226.00	2275.00	2254.88	2181.92	121.00	124.00	145.78	151.89	2078.46	2137.85	2117.73	2034.38	163.62	102.68	14.60	7.94	171.99	111.28	4.51	7.26	6.40	10.02	5.21	8.12	2130.88	711.00	692.00	625.00	676.00	45.18	51.52	50.14	45.29	48.99	3.27	48.48	49.86	54.71	51.01	1551342.00	1481190.00	1526431.00	1519654.33	504.72	470.12	2033.05	2865.84	2948.82	711.84	2175.50	39.07	213.29	28.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	2692.19	2613.71	2913.36	158.65	151.66	258.88	2538.33	2468.82	2716.61	2799.00	2706.00	2808.00	130.00	123.00	181.00	2645.14	2561.11	2611.25	2799.00	2771.00	2739.76	2692.19	130.00	144.67	189.73	158.65	2611.25	2605.83	2574.59	2538.33	155.39	56.47	59.98	31.66	127.81	42.28	2.04	5.67	21.88	31.62	1.62	4.96	2595.09	800.00	867.00	907.00	858.00	54.06	57.97	62.83	65.72	62.17	3.92	42.03	37.17	34.28	37.83	2153753.00	2266088.00	2642422.00	2354087.67	679.37	698.84	3110.73	2989.02	3062.87	792.09	2281.33	50.64	63.31	415.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	4240.45	3785.60	4102.15	554.52	2055.62	1904.04	3901.86	2195.84	2360.04	3080.00	3026.00	3171.00	200.00	202.00	205.00	2741.41	1436.24	1428.89	3080.00	3092.33	4042.73	4102.15	202.00	202.33	1504.73	1904.04	1436.24	1868.85	2819.25	2360.04	233.17	73.28	826.39	2.52	941.16	755.67	2.37	5.77	1.24	54.92	40.44	33.38	3840.40	1294.00	978.00	1030.00	1100.67	169.44	93.77	70.87	74.64	79.76	12.28	6.23	29.13	25.36	20.24	5487139.00	3702314.00	4225218.00	4471557.00	4852.17	2386.86	2529.61	1040.57	899.73	960.96	967.08	1269.26	3448.83	2096.05	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	970.19	624.21	937.59	156.49	142.45	177.99	828.82	486.55	798.03	399.00	448.00	565.00	123.00	121.00	124.00	257.63	310.34	425.44	448.00	470.67	844.00	937.59	123.00	122.67	158.98	156.49	310.34	331.13	704.47	798.03	191.04	85.29	17.90	1.53	189.35	85.82	18.12	22.63	1.25	11.26	25.92	26.88	721.33	72.00	38.00	17.00	42.33	27.75	5.22	2.75	1.23	3.07	2.01	94.78	97.25	98.77	96.93	69854.00	23720.00	15939.00	36504.33	1956.58	473.62	1144.56	30.50	39.04	11.85	27.13	190.09	59.98	606.51	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	1804.57	676.67	797.36	570.83	174.55	256.75	1554.50	516.14	605.62	660.00	397.00	469.00	183.00	121.00	190.00	409.93	236.46	277.25	469.00	508.67	1092.87	797.36	183.00	164.67	334.04	256.75	277.25	307.88	892.08	605.62	619.30	135.91	209.14	37.98	575.41	90.70	26.72	56.67	23.06	62.61	29.46	64.50	928.20	44.00	199.00	137.00	126.67	78.01	3.19	14.42	9.93	9.18	5.65	96.81	85.58	90.07	90.82	79401.00	134658.00	109239.00	107766.00	2978.35	1118.47	1526.95	22.97	91.83	54.34	56.38	2067.13	100.81	969.00	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	1075.04	894.09	774.10	246.57	227.19	208.72	852.73	686.30	584.09	621.00	590.00	472.00	195.00	191.00	188.00	398.68	382.21	281.99	590.00	561.00	914.41	894.09	191.00	191.33	227.50	227.19	382.21	354.30	707.71	686.30	151.50	78.62	18.93	3.51	135.59	63.16	14.01	16.57	1.84	8.32	17.83	19.16	723.08	289.00	337.00	296.00	307.33	25.93	20.94	24.42	21.45	22.27	1.88	79.06	75.58	78.55	77.73	310688.00	301308.00	229134.00	280376.67	2231.26	2196.17	1665.85	110.45	105.31	103.79	106.52	184.73	160.29	148.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	673.42	521.43	1012.19	205.62	167.31	238.68	477.04	363.50	783.41	424.00	418.00	468.00	145.00	138.00	195.00	227.62	260.07	239.23	424.00	436.67	735.68	673.42	145.00	159.33	203.87	205.62	239.23	242.31	541.32	477.04	251.23	27.30	35.72	31.09	217.21	16.44	6.25	34.15	19.51	17.52	6.79	40.13	576.34	347.00	363.00	145.00	285.00	121.51	25.14	26.30	10.51	20.65	8.80	74.86	73.70	89.49	79.35	233677.00	189278.00	146767.00	189907.33	1697.85	974.41	3153.83	97.50	135.42	36.02	89.64	113.91	69.00	120.70	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	777.79	683.32	662.88	157.77	176.11	172.89	626.76	515.05	496.90	410.00	482.00	429.00	129.00	183.00	168.00	258.97	313.73	263.03	429.00	440.33	707.99	683.32	168.00	160.00	168.92	172.89	263.03	278.58	546.24	515.05	61.30	37.31	9.79	27.87	70.32	30.51	8.47	8.66	17.42	5.80	10.95	12.87	547.99	57.00	22.00	152.00	77.00	67.27	4.13	1.59	11.01	5.58	4.87	95.87	98.41	88.99	94.42	44334.00	15033.00	100757.00	53374.67	1581.27	652.62	858.48	22.59	17.36	87.98	42.65	63.43	70.00	75.42	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	3840.20	1670.25	4200.50	163.30	272.94	147.68	3679.61	1520.98	4055.52	590.00	883.00	713.00	180.00	127.00	124.00	429.41	733.73	568.02	713.00	728.67	3236.98	3840.20	127.00	143.67	194.64	163.30	568.02	577.05	3085.37	3679.61	1368.74	147.13	68.26	31.50	1367.78	152.36	20.19	42.28	21.93	35.07	26.40	44.33	3093.32	10.00	12.00	36.00	19.33	14.47	0.72	0.87	2.61	1.40	1.05	99.28	99.13	97.39	98.60	38402.00	20043.00	151218.00	69887.67	4603.69	2231.00	8920.58	7.99	8.18	16.37	10.85	61.40	1342.23	39.82	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	890.95	812.65	503.63	130.13	183.91	194.06	762.28	632.11	333.27	441.00	797.00	407.00	122.00	190.00	186.00	312.32	616.46	236.64	441.00	548.33	735.75	812.65	186.00	166.00	169.37	183.91	312.32	388.47	575.89	632.11	204.79	216.02	34.35	38.16	219.96	201.04	39.40	27.83	22.99	20.28	51.75	38.20	569.75	22.00	60.00	57.00	46.33	21.13	1.59	4.35	4.13	3.36	1.53	98.41	95.65	95.87	96.64	19601.00	48759.00	28707.00	32355.67	1071.86	308.56	310.21	15.65	122.92	61.24	66.60	27.77	56.27	190.18	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
