	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1303.61	1222.81	1824.15	1009.30	927.25	918.76	357.16	362.29	970.04	1230.00	1186.00	1261.00	1129.00	876.00	838.00	283.55	325.48	406.89	1230.00	1225.67	1450.19	1303.61	876.00	947.67	951.77	927.25	325.48	338.64	563.16	362.29	326.37	37.69	50.01	158.18	352.38	62.72	3.07	22.51	16.69	5.25	18.52	62.57	502.52	360.00	531.00	527.00	472.67	97.59	26.09	38.48	38.19	34.25	7.07	73.91	61.52	61.81	65.75	469298.00	649310.00	961327.00	693311.67	297.20	284.99	1832.15	432.63	675.03	279.02	462.23	689.90	677.00	688.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1367.21	1457.63	1497.33	955.18	1064.39	1002.34	459.33	464.97	514.33	1323.00	1407.00	1419.00	1165.00	1244.00	1238.00	415.13	414.34	436.00	1407.00	1383.00	1440.72	1457.63	1238.00	1215.67	1007.31	1002.34	415.13	421.82	479.54	464.97	66.69	52.31	54.77	43.98	30.26	12.29	3.78	4.63	3.62	5.44	2.91	6.31	225.06	1224.00	1096.00	1135.00	1151.67	65.61	88.70	79.42	82.25	83.45	4.75	11.30	20.58	17.75	16.55	1673460.00	1597562.00	1699474.00	1656832.00	196.05	245.94	1103.27	2867.76	2072.04	529.13	1822.97	789.55	785.67	523.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	5312.59	5549.00	5302.89	4100.22	4786.75	4449.86	1581.78	968.92	1122.87	5005.00	5376.00	5012.00	4501.00	4769.00	4799.00	1274.19	795.92	831.98	5012.00	5131.00	5388.16	5312.59	4769.00	4689.67	4445.61	4449.86	831.98	967.37	1224.53	1122.87	139.38	212.21	343.28	164.08	318.82	266.33	4.14	2.59	3.50	7.72	27.53	26.04	698.49	1338.00	895.00	1130.00	1121.00	221.64	96.96	64.86	81.88	81.23	16.06	3.04	35.14	18.12	18.77	7108245.00	4966357.00	5992266.00	6022289.33	1477.44	785.26	1463.84	1432.49	1104.33	866.79	1134.54	3587.00	3229.45	3570.08	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	886.17	898.56	657.03	350.02	341.06	378.51	547.32	569.76	285.88	782.00	703.00	611.00	312.00	309.00	385.00	443.14	374.20	239.85	703.00	698.67	813.92	886.17	312.00	335.33	356.53	350.02	374.20	352.40	467.65	547.32	136.01	85.58	19.55	43.04	157.82	103.39	12.25	16.71	12.83	5.48	29.34	33.75	478.59	23.00	82.00	147.00	84.00	62.02	1.67	5.94	10.65	6.09	4.49	98.33	94.06	89.35	93.91	20382.00	73682.00	96583.00	63549.00	351.96	470.52	198.93	35.77	99.30	211.25	115.44	107.61	133.54	83.51	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	1642.52	947.26	773.87	463.13	451.62	440.13	1187.24	500.37	342.32	725.00	706.00	711.00	414.00	404.00	402.00	269.72	259.11	279.45	711.00	714.00	1121.22	947.26	404.00	406.67	451.63	451.62	269.72	269.43	676.65	500.37	459.71	9.85	11.50	6.43	449.20	10.18	1.38	41.00	1.58	2.55	3.78	66.39	714.55	183.00	207.00	231.00	207.00	24.00	13.26	15.00	16.74	15.00	1.74	86.74	85.00	83.26	85.00	300581.00	196083.00	178764.00	225142.67	4867.31	1018.42	244.12	44.64	101.70	323.92	156.75	97.15	96.85	135.78	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	866.97	778.87	741.62	492.48	565.74	473.26	379.44	288.75	278.58	734.00	733.00	726.00	486.00	487.00	488.00	246.47	242.88	262.95	733.00	731.00	795.82	778.87	487.00	487.00	510.49	492.48	246.47	250.77	315.59	288.75	64.37	4.36	48.80	1.00	55.53	10.70	0.60	8.09	0.21	9.56	4.27	17.60	308.82	290.00	413.00	258.00	320.33	81.83	21.01	29.93	18.70	23.21	5.93	78.99	70.07	81.30	76.79	251420.00	321674.00	191339.00	254811.00	818.06	156.06	113.51	134.51	764.15	633.19	510.62	109.21	656.78	119.32	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	795.98	955.52	1008.59	494.54	518.68	673.09	310.39	449.39	364.48	822.00	827.00	944.00	413.00	481.00	609.00	336.41	320.88	299.89	827.00	864.33	920.03	955.52	481.00	501.00	562.10	518.68	320.88	319.06	374.75	364.48	110.66	69.04	96.87	99.52	70.07	18.33	7.99	12.03	19.86	17.23	5.74	18.70	419.03	551.00	713.00	595.00	619.67	83.77	39.93	51.67	43.12	44.90	6.07	60.07	48.33	56.88	55.10	438586.00	681283.00	600112.00	573327.00	102.78	1179.67	263.52	1664.01	271.62	822.96	919.53	151.08	162.16	282.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	968.80	1162.31	1302.14	541.59	622.65	654.99	441.88	575.33	735.66	832.00	926.00	884.00	495.00	575.00	487.00	305.08	339.02	317.52	884.00	880.67	1144.42	1162.31	495.00	519.00	606.41	622.65	317.52	320.54	584.29	575.33	167.39	47.09	58.42	48.66	147.10	17.17	5.35	14.63	9.38	9.63	5.36	25.18	625.42	425.00	295.00	159.00	293.00	133.01	30.80	21.38	11.52	21.23	9.64	69.20	78.62	88.48	78.77	411740.00	342881.00	207041.00	320554.00	531.17	884.16	1538.35	353.56	191.96	76.04	207.18	175.40	293.75	522.05	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
9	antigen 036	MAGEA5	1	2	1	651.33	673.65	1052.85	398.58	343.51	504.40	254.64	335.76	629.84	613.00	594.00	850.00	388.00	312.00	390.00	216.31	256.10	426.99	613.00	685.67	792.61	673.65	388.00	363.33	415.50	398.58	256.10	299.80	406.75	335.76	225.65	142.63	81.77	44.47	197.42	111.93	20.80	28.47	12.24	19.68	37.33	48.54	429.28	229.00	104.00	226.00	186.33	71.32	16.59	7.54	16.38	13.50	5.17	83.41	92.46	83.62	86.50	149154.00	70060.00	237945.00	152386.33	296.14	526.22	581.38	196.91	66.36	244.84	169.37	73.60	73.12	485.84	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	1821.84	1030.08	858.25	300.43	307.46	489.60	1524.76	729.26	378.22	760.00	647.00	709.00	294.00	294.00	489.00	462.91	346.18	228.97	709.00	705.33	1236.72	1030.08	294.00	359.00	365.83	307.46	346.18	346.02	877.41	729.26	513.96	56.59	107.24	112.58	587.45	116.97	8.02	41.56	31.36	29.32	33.81	66.95	877.72	32.00	12.00	170.00	71.33	86.03	2.32	0.87	12.32	5.17	6.23	97.68	99.13	87.68	94.83	58299.00	12361.00	145902.00	72187.33	2437.16	824.53	648.59	20.02	10.61	99.13	43.26	44.75	73.41	108.93	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
