	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	452.19	451.17	511.84	157.39	143.86	119.25	308.94	320.95	415.37	417.00	403.00	503.00	82.00	81.00	78.00	273.75	272.78	406.53	417.00	441.00	471.73	452.19	81.00	80.33	140.17	143.86	273.75	317.68	348.42	320.95	34.73	54.15	19.34	2.08	58.29	76.94	12.28	7.36	2.59	13.80	24.22	16.73	391.40	832.00	1123.00	1113.00	1022.67	165.20	60.29	81.38	80.65	74.11	11.97	39.71	18.62	19.35	25.89	376224.00	506668.00	569676.00	484189.33	418.21	117.43	138.06	614.61	3069.37	3348.49	2344.16	139.89	118.61	124.70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	474.91	581.58	590.37	87.76	72.60	77.06	401.50	508.81	513.50	442.00	501.00	577.00	70.00	72.00	76.00	368.59	428.23	500.13	501.00	506.67	548.96	581.58	72.00	72.67	79.14	77.06	428.23	432.31	474.60	508.81	64.27	67.68	7.79	3.06	63.35	65.86	13.36	11.71	4.20	9.85	15.23	13.35	476.29	1154.00	1034.00	1258.00	1148.67	112.10	83.62	74.93	91.16	83.24	8.12	16.38	25.07	8.84	16.76	548049.00	601358.00	742691.00	630699.33	147.25	234.91	198.84	3146.59	2239.67	3248.73	2878.33	84.00	14.58	10.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	622.09	515.52	924.14	200.54	256.57	427.89	468.53	352.39	587.44	513.00	489.00	705.00	76.00	91.00	82.00	359.44	325.87	368.30	513.00	569.00	687.25	622.09	82.00	83.00	295.00	256.57	359.44	351.20	469.45	468.53	211.96	118.39	118.45	7.55	117.53	22.38	20.81	30.84	9.10	40.15	6.37	25.04	604.25	930.00	929.00	687.00	848.67	140.01	67.39	67.32	49.78	61.50	10.15	32.61	32.68	50.22	38.50	578547.00	478918.00	634884.00	564116.33	281.31	114.20	606.99	1548.94	2866.69	664.88	1693.50	301.27	1365.63	676.83	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	1010.43	1244.07	907.23	59.41	106.96	77.85	950.98	1182.30	829.78	297.00	269.00	286.00	62.00	65.00	79.00	237.55	207.23	208.56	286.00	284.00	1053.91	1010.43	65.00	68.67	81.41	77.85	208.56	217.78	987.69	950.98	172.58	14.11	23.98	9.07	179.10	17.13	4.97	16.38	13.21	29.45	7.87	18.13	985.24	114.00	27.00	31.00	57.33	49.12	8.26	1.96	2.25	4.15	3.56	91.74	98.04	97.75	95.85	115189.00	33590.00	28124.00	58967.67	5956.23	2456.90	1945.48	18.20	12.99	13.22	14.81	17.26	674.29	16.70	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	365.97	360.10	340.74	128.70	73.40	80.72	274.73	291.00	264.74	311.00	309.00	316.00	64.00	68.00	73.00	219.77	239.90	240.01	311.00	312.00	355.60	360.10	68.00	68.33	94.27	80.72	239.90	233.23	276.83	274.73	13.20	3.61	30.04	4.51	13.25	11.66	1.16	3.71	6.60	31.86	5.00	4.79	287.27	343.00	509.00	570.00	474.00	117.48	24.86	36.88	41.30	34.35	8.51	75.14	63.12	58.70	65.65	125526.00	183291.00	194219.00	167678.67	347.65	539.11	128.14	271.06	274.75	1177.64	574.48	497.74	37.54	43.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	340.71	368.42	347.14	95.48	115.59	96.78	250.72	262.10	258.15	303.00	313.00	310.00	70.00	73.00	70.00	213.01	206.68	221.00	310.00	308.67	352.09	347.14	70.00	71.00	102.61	96.78	213.01	213.56	256.99	258.15	14.50	5.13	11.25	1.73	5.78	7.18	1.66	4.12	2.44	10.97	3.36	2.25	281.09	204.00	174.00	646.00	341.33	264.28	14.78	12.61	46.81	24.73	19.15	85.22	87.39	53.19	75.27	69505.00	64105.00	224255.00	119288.33	181.63	262.32	404.87	281.60	173.85	411.90	289.12	65.09	94.09	69.13	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
7	antigen 032	MAGEA3	1	1	7	365.79	636.23	475.99	109.90	118.40	127.11	264.66	533.59	358.86	322.00	380.00	419.00	65.00	66.00	65.00	220.87	277.36	301.86	380.00	373.67	492.67	475.99	65.00	65.33	118.47	118.40	277.36	266.70	385.70	358.86	135.99	48.81	8.61	0.58	136.46	41.54	13.06	27.60	0.88	7.27	15.57	35.38	427.34	430.00	314.00	366.00	370.00	58.10	31.16	22.75	26.52	26.81	4.21	68.84	77.25	73.48	73.19	157291.00	199777.00	174213.00	177093.67	317.75	1887.26	401.43	358.16	88.78	327.18	258.04	97.20	126.54	119.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	449.68	407.68	465.88	84.01	102.67	102.60	368.33	312.99	371.72	320.00	403.00	398.00	78.00	74.00	78.00	238.65	308.31	303.84	398.00	373.67	441.08	449.68	78.00	76.67	96.42	102.60	303.84	283.60	351.01	368.33	30.04	46.54	10.75	2.31	32.97	38.99	12.46	6.81	3.01	11.15	13.75	9.39	364.41	368.00	321.00	376.00	355.00	29.72	26.67	23.26	27.25	25.72	2.15	73.33	76.74	72.75	74.28	165482.00	130864.00	175170.00	157172.00	677.11	226.33	615.16	200.18	443.91	227.21	290.43	39.71	78.89	76.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	antigen 036	MAGEA5	1	2	1	4167.00	907.30	2297.36	88.07	118.72	194.38	4083.46	796.79	2192.86	1166.00	741.00	790.00	76.00	87.00	76.00	1082.46	630.49	685.51	790.00	899.00	2457.22	2297.36	76.00	79.67	133.73	118.72	685.51	799.49	2357.71	2192.86	1635.72	232.52	54.72	6.35	1649.52	246.60	25.86	66.57	7.97	40.92	30.84	69.96	2377.55	26.00	10.00	14.00	16.67	8.33	1.88	0.72	1.01	1.21	0.60	98.12	99.28	98.99	98.79	108342.00	9073.00	32163.00	49859.33	8130.81	608.35	5291.95	13.06	13.10	5.80	10.65	47.43	87.63	986.31	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	1023.93	998.71	722.13	69.01	75.22	85.32	956.01	923.66	641.38	686.00	425.00	416.00	72.00	73.00	79.00	618.08	349.95	335.26	425.00	509.00	914.92	998.71	73.00	74.67	76.51	75.22	349.95	434.43	840.35	923.66	167.44	153.35	8.23	3.79	173.07	159.21	30.13	18.30	5.07	10.76	36.65	20.59	840.25	15.00	17.00	16.00	16.00	1.00	1.09	1.23	1.16	1.16	0.07	98.91	98.77	98.84	98.84	15359.00	16978.00	11554.00	14630.33	775.32	1736.53	806.85	18.50	9.04	12.72	13.42	30.81	14.07	41.87	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
