	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	9121.22	682.25	339.00	488.29	85.12	92.79	9018.27	597.02	246.55	3177.00	742.00	339.00	98.00	86.00	90.00	3074.05	656.77	246.55	742.00	1419.33	3380.82	682.25	90.00	91.33	222.07	92.79	656.77	1325.79	3287.28	597.02	4974.29	1535.46	230.59	6.11	4966.27	1527.87	108.18	147.13	6.69	103.84	115.24	151.08	3289.49	51.00	4.00	1.00	18.67	28.04	3.70	0.29	0.07	1.35	2.03	96.30	99.71	99.93	98.65	465182.00	2729.00	339.00	156083.33	12564.72	442.75	0.00	36.61	5.39	<NO DATA>	14.00	3377.21	5.82	11.88	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	12338.91	2776.50	1969.75	1602.38	93.43	90.19	12234.75	2694.02	1884.03	4419.00	3983.00	1307.00	86.00	81.00	86.00	4314.83	3900.52	1221.28	3983.00	3236.33	5695.05	2776.50	86.00	84.33	595.33	93.43	3900.52	3145.54	5604.27	2694.02	5767.87	1685.01	872.13	2.89	5756.43	1679.29	52.07	101.28	3.42	146.49	53.39	102.72	5610.72	185.00	2.00	12.00	66.33	102.89	13.41	0.14	0.87	4.81	7.46	86.59	99.86	99.13	95.19	2282699.00	5553.00	23637.00	770629.67	19730.62	1706.25	1584.59	114.72	3.16	14.27	44.05	8885.71	168.95	43.66	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	2586.84	1039.17	896.00	267.01	83.36	87.99	2508.11	957.02	808.20	2011.00	615.00	1415.00	77.00	82.00	87.00	1932.27	532.85	1327.20	1415.00	1347.00	1507.34	1039.17	82.00	82.00	146.12	87.99	1327.20	1264.11	1424.44	957.02	937.62	700.48	104.72	5.00	941.43	701.84	52.00	62.20	6.10	71.67	55.52	66.09	1425.34	19.00	6.00	2.00	9.00	8.89	1.38	0.43	0.14	0.65	0.64	98.62	99.57	99.86	99.35	49150.00	6235.00	1792.00	19059.00	3105.87	1326.41	733.98	15.34	4.33	2.20	7.29	1834.79	23.75	8.63	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
4	antigen 007	COL6A1	1	1	4	11749.20	2038.40	582.00	83.62	85.45	97.62	11669.46	1956.27	497.05	5120.00	919.00	650.00	78.00	82.00	85.00	5040.26	836.87	565.05	919.00	2229.67	4789.87	2038.40	82.00	81.67	88.90	85.45	836.87	2147.39	4707.59	1956.27	6070.79	2506.71	7.61	3.51	6073.14	2508.98	112.43	126.74	4.30	8.56	116.84	129.01	4708.20	119.00	5.00	4.00	42.67	66.11	8.62	0.36	0.29	3.09	4.79	91.38	99.64	99.71	96.91	1398155.00	10192.00	2328.00	470225.00	16853.85	1979.88	111.89	82.39	4.94	17.77	35.03	23.83	23.21	163.46	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	8972.27	0.00	37596.50	133.63	97.52	78.59	8886.18	0.00	37517.38	2421.00	0.00	45547.00	85.00	81.00	79.00	2334.91	0.00	45467.88	2421.00	15989.33	15522.92	8972.27	81.00	81.67	103.25	97.52	2334.91	15934.26	15467.85	8886.18	19635.62	25626.30	27.96	3.06	19605.54	25603.49	160.27	126.49	3.74	27.08	160.68	126.75	15441.26	59.00	0.00	30.00	29.67	29.50	4.28	0.00	2.17	2.15	2.14	95.72	100.00	97.83	97.85	529364.00	0.00	1127895.00	552419.67	15575.76	0.00	27185.18	33.66	<NO DATA>	41.40	25.02	631.61	124.57	8.29	0	0	0	3	3	3	1	3	0	0	3	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	13994.36	0.00	0.00	111.46	86.21	77.58	13910.28	0.00	0.00	2607.00	0.00	0.00	82.00	84.00	77.00	2522.92	0.00	0.00	0.00	869.00	4664.79	0.00	82.00	81.00	91.75	86.21	0.00	840.97	4636.76	0.00	8079.65	1505.15	17.61	3.61	8031.11	1456.61	173.21	173.21	4.45	19.19	173.21	173.21	4583.79	58.00	0.00	0.00	19.33	33.49	4.20	0.00	0.00	1.40	2.43	95.80	100.00	100.00	98.60	811673.00	0.00	0.00	270557.67	21348.35	0.00	0.00	37.79	<NO DATA>	<NO DATA>	12.60	187.32	9.71	7.47	0	0	0	3	3	3	2	3	3	0	3	3	3	3	3	3
7	antigen 032	MAGEA3	1	1	7	7274.06	463.50	400.00	178.18	96.68	83.14	7188.11	367.88	317.13	4393.00	421.00	400.00	86.00	94.00	83.00	4307.04	325.38	317.13	421.00	1738.00	2712.52	463.50	86.00	87.67	119.33	96.68	325.38	1649.85	2624.37	367.88	3950.54	2299.32	51.41	5.69	3952.39	2301.20	132.30	145.64	6.49	43.08	139.48	150.60	2624.85	48.00	4.00	1.00	17.67	26.31	3.48	0.29	0.07	1.28	1.91	96.52	99.71	99.93	98.72	349155.00	1854.00	400.00	117136.33	8078.47	212.55	0.00	42.71	6.92	<NO DATA>	16.54	768.10	13.19	10.17	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
8	antigen 112	SOX1	1	1	8	4125.94	460.12	475.16	97.43	130.68	117.48	4040.05	358.05	369.71	2082.00	413.00	405.00	85.00	94.00	93.00	1996.11	310.93	299.55	413.00	966.67	1687.07	475.16	93.00	90.67	115.20	117.48	310.93	868.86	1589.27	369.71	2112.13	965.92	16.75	4.93	2122.45	976.24	99.92	125.20	5.44	14.54	112.36	133.55	1596.41	17.00	134.00	200.00	117.00	92.68	1.23	9.71	14.49	8.48	6.72	98.77	90.29	85.51	91.52	70141.00	61656.00	95032.00	75609.67	4440.23	253.63	440.52	15.47	189.17	167.85	124.16	125.02	337.27	79.54	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	1717.67	0.00	0.00	93.96	81.91	87.83	1632.59	0.00	0.00	753.00	0.00	0.00	82.00	82.00	88.00	667.93	0.00	0.00	0.00	251.00	572.56	0.00	82.00	84.00	87.90	87.83	0.00	222.64	544.20	0.00	991.70	434.74	6.03	3.46	942.58	385.63	173.21	173.21	4.12	6.85	173.21	173.21	488.56	24.00	0.00	0.00	8.00	13.86	1.74	0.00	0.00	0.58	1.00	98.26	100.00	100.00	99.42	41224.00	0.00	0.00	13741.33	2312.72	0.00	0.00	16.94	<NO DATA>	<NO DATA>	5.65	52.21	6.68	6.64	0	0	0	3	3	3	2	3	3	0	3	3	3	3	3	3
10	antigen 040	MART-1	1	2	2	2019.89	0.00	1534.14	119.98	93.66	92.86	1932.05	0.00	1441.30	838.00	0.00	880.00	86.00	85.00	93.00	750.16	0.00	787.16	838.00	572.67	1184.68	1534.14	86.00	88.00	102.17	93.66	750.16	512.44	1124.45	1441.30	1054.32	496.39	15.43	4.36	1004.24	444.17	86.68	89.00	4.95	15.10	86.68	89.31	1096.68	18.00	0.00	7.00	8.33	9.07	1.30	0.00	0.51	0.60	0.66	98.70	100.00	99.49	99.40	36358.00	0.00	10739.00	15699.00	2718.35	0.00	1964.94	12.79	<NO DATA>	5.13	5.98	333.79	125.37	6.92	0	0	0	3	3	3	1	3	0	0	3	0	0	0	3	3
