	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	2614.48	2598.62	2610.85	803.41	751.93	810.46	1897.06	1972.01	1895.73	2658.00	2581.00	2677.00	133.00	144.00	131.00	1940.58	1954.39	1961.88	2658.00	2638.67	2607.99	2610.85	133.00	136.00	788.60	803.41	1954.39	1952.28	1921.60	1897.06	8.31	50.84	31.96	7.00	43.66	10.81	1.93	0.32	5.15	4.05	0.55	2.27	2471.99	893.00	949.00	855.00	899.00	47.29	64.71	68.77	61.96	65.14	3.43	35.29	31.23	38.04	34.86	2334732.00	2466095.00	2232276.00	2344367.67	464.65	1521.01	467.61	3645.90	1230.39	3466.20	2780.83	1087.15	1135.62	1120.47	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	6269.42	5674.99	7230.95	5003.97	3922.38	5859.83	1198.27	1743.62	1387.02	6161.00	5641.00	7159.00	5511.00	4966.00	5885.00	1089.85	1709.63	1315.07	6161.00	6320.33	6391.79	6269.42	5511.00	5454.00	4928.73	5003.97	1315.07	1371.52	1442.97	1387.02	785.17	771.44	970.92	462.14	276.94	313.72	12.21	12.28	8.47	19.70	22.87	19.19	937.79	1118.00	1359.00	1061.00	1179.33	158.18	81.01	98.48	76.88	85.46	11.46	18.99	1.52	23.12	14.54	7009212.00	7712309.00	7672040.00	7464520.33	657.74	739.88	775.31	2036.76	3202.63	1898.11	2379.17	1991.69	2406.65	652.60	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	7528.04	5712.61	5968.15	2251.32	1519.25	2883.70	5973.34	4851.51	4235.64	5386.00	4901.00	5786.00	176.00	153.00	187.00	3831.30	4039.90	4053.49	5386.00	5357.67	6402.93	5968.15	176.00	172.00	2218.09	2251.32	4039.90	3974.90	5020.16	4851.51	982.71	443.18	682.83	17.35	881.04	124.54	8.27	15.35	10.09	30.78	3.13	17.55	6230.93	1146.00	1070.00	945.00	1053.67	101.49	83.04	77.54	68.48	76.35	7.35	16.96	22.46	31.52	23.65	8627132.00	6112494.00	5639900.00	6793175.33	6888.17	3794.48	4602.33	993.80	1368.07	869.71	1077.19	4445.32	3852.08	6613.32	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	1892.02	1703.30	1784.70	181.14	205.38	139.45	1730.25	1518.95	1655.73	2038.00	1837.00	1893.00	161.00	132.00	123.00	1876.23	1652.64	1764.04	1893.00	1922.67	1793.34	1784.70	132.00	138.67	175.32	181.14	1764.04	1764.30	1634.98	1655.73	94.66	103.73	33.35	19.86	107.17	111.79	5.40	5.28	14.32	19.02	6.34	6.55	1654.67	837.00	821.00	849.00	835.67	14.05	60.65	59.49	61.52	60.56	1.02	39.35	40.51	38.48	39.44	1583624.00	1398410.00	1515210.00	1499081.33	721.93	607.04	1021.79	2006.04	2054.33	1375.75	1812.04	118.86	155.77	61.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	957.35	778.73	918.54	654.73	203.99	441.16	482.16	597.99	495.57	911.00	720.00	792.00	197.00	173.00	184.00	435.81	539.27	369.03	792.00	807.67	884.87	918.54	184.00	184.67	433.29	441.16	435.81	448.04	525.24	495.57	93.95	96.46	225.48	12.01	63.36	85.77	11.94	10.62	6.51	52.04	19.14	12.06	700.21	434.00	861.00	535.00	610.00	223.16	31.45	62.39	38.77	44.20	16.17	68.55	37.61	61.23	55.80	415490.00	670483.00	491419.00	525797.33	374.02	551.96	1605.12	559.49	932.81	165.18	552.49	2143.79	153.73	355.08	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	928.29	852.99	959.69	284.96	253.90	275.61	673.98	631.33	716.46	887.00	810.00	878.00	182.00	162.00	139.00	632.68	588.34	634.77	878.00	858.33	913.66	928.29	162.00	161.00	271.49	275.61	632.68	618.60	673.92	673.98	54.83	42.10	15.93	21.52	42.56	26.22	4.90	6.00	13.36	5.87	4.24	6.32	752.66	994.00	961.00	959.00	971.33	19.66	72.03	69.64	69.49	70.39	1.42	27.97	30.36	30.51	29.61	922725.00	819726.00	920345.00	887598.67	420.44	301.94	2101.21	1593.43	2009.38	326.99	1309.93	269.64	249.21	274.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	921.13	965.97	1058.11	532.87	494.85	622.17	433.42	488.06	496.44	891.00	895.00	936.00	565.00	565.00	581.00	403.29	417.09	374.33	895.00	907.33	981.74	965.97	565.00	570.33	549.96	532.87	403.29	398.24	472.64	488.06	69.84	24.91	65.36	9.24	34.23	21.82	2.75	7.11	1.62	11.88	5.48	7.24	411.40	866.00	1140.00	966.00	990.67	138.66	62.75	82.61	70.00	71.79	10.05	37.25	17.39	30.00	28.21	797700.00	1101202.00	1022135.00	973679.00	259.97	693.15	1094.92	1443.81	802.69	437.99	894.83	553.61	325.90	647.60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	972.15	982.25	930.67	462.44	468.61	530.50	516.70	518.86	410.09	728.00	725.00	828.00	468.00	465.00	561.00	272.55	261.61	307.42	728.00	760.33	961.69	972.15	468.00	498.00	487.18	468.61	272.55	280.53	481.88	516.70	27.33	58.62	37.64	54.58	62.18	23.93	7.71	2.84	10.96	7.73	8.53	12.90	463.69	350.00	387.00	279.00	338.67	54.88	25.36	28.04	20.22	24.54	3.98	74.64	71.96	79.78	75.46	340251.00	380131.00	259657.00	326679.67	3088.28	2242.62	658.09	58.56	89.54	173.86	107.32	221.20	192.07	243.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	antigen 036	MAGEA5	1	2	1	722.85	637.49	715.36	301.68	243.88	376.26	437.82	421.26	392.24	673.00	609.00	698.00	137.00	175.00	217.00	387.97	392.77	374.88	673.00	660.00	691.90	715.36	175.00	176.33	307.27	301.68	387.97	385.21	417.11	421.26	47.27	45.90	66.37	40.02	23.07	9.26	6.95	6.83	22.69	21.60	2.40	5.53	515.57	1004.00	1181.00	1068.00	1084.33	89.62	72.75	85.58	77.39	78.57	6.49	27.25	14.42	22.61	21.43	725741.00	752877.00	764009.00	747542.33	799.20	133.38	240.86	550.01	3730.03	1739.27	2006.44	240.19	255.00	672.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	6566.47	5442.68	542.42	1107.16	1168.98	239.17	5713.54	4481.71	338.36	5941.00	5437.00	505.00	294.00	278.00	132.00	5088.07	4476.03	300.95	5437.00	3961.00	4183.86	5442.68	278.00	234.67	838.43	1107.16	4476.03	3288.35	3511.20	4481.71	3203.25	3003.57	519.90	89.27	2815.94	2605.20	75.83	76.56	38.04	62.01	79.23	80.20	3949.19	38.00	41.00	437.00	172.00	229.50	2.75	2.97	31.67	12.46	16.63	97.25	97.03	68.33	87.54	249526.00	223150.00	237037.00	236571.00	2962.20	1483.47	346.78	73.30	123.87	426.39	207.85	2033.22	2045.02	371.28	3	3	0	3	3	0	0	0	0	0	0	0	0	0	3	3
