	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	4146.76	4244.71	4180.95	3590.89	3626.06	3576.24	564.83	624.82	605.40	4110.00	4190.00	4129.00	3564.00	3604.00	3575.00	528.07	570.11	553.45	4129.00	4143.00	4190.81	4180.95	3575.00	3581.00	3597.73	3590.89	553.45	550.55	598.35	605.40	49.71	41.80	25.61	20.66	30.61	21.17	1.01	1.19	0.58	0.71	3.85	5.12	609.81	713.00	849.00	921.00	827.67	105.63	51.67	61.52	66.74	59.98	7.65	48.33	38.48	33.26	40.02	2956639.00	3603760.00	3850657.00	3470352.00	262.62	290.61	292.72	1533.48	1825.42	1904.80	1754.57	380.34	382.49	395.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	4122.89	3980.17	3954.47	2326.49	2128.91	2122.05	1899.97	1912.09	1875.05	4144.00	3977.00	3914.00	3038.00	2704.00	2713.00	1921.08	1908.92	1834.57	3977.00	4011.67	4019.18	3980.17	2713.00	2818.33	2192.48	2128.91	1908.92	1888.19	1895.70	1899.97	90.73	118.85	116.11	190.29	18.89	46.83	2.96	2.26	6.75	5.30	2.48	1.00	1200.85	1208.00	1232.00	1240.00	1226.67	16.65	87.54	89.28	89.86	88.89	1.21	12.46	10.72	10.14	11.11	4980453.00	4903573.00	4903549.00	4929191.67	765.92	693.70	706.97	2996.63	3395.83	3288.78	3227.08	2031.92	1849.82	1838.24	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	5367.10	4430.74	4169.32	3241.46	1832.18	1837.99	3185.04	3357.07	2946.07	4109.00	4081.00	4349.00	169.00	186.00	159.00	1926.93	3007.32	3125.75	4109.00	4179.67	4655.72	4430.74	169.00	171.33	2303.87	1837.99	3007.32	2686.67	3162.72	3185.04	629.79	147.31	811.98	13.65	206.41	660.61	3.52	13.53	7.97	35.24	24.59	6.53	4484.39	805.00	1001.00	899.00	901.67	98.03	58.33	72.54	65.14	65.34	7.10	41.67	27.46	34.86	34.66	4320519.00	4435172.00	3748216.00	4167969.00	5117.74	3313.56	1324.74	500.99	1014.14	1999.27	1171.47	6624.21	4137.74	3793.73	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	503.70	497.35	554.34	176.96	160.41	165.50	333.12	341.02	395.40	492.00	407.00	486.00	185.00	156.00	134.00	321.42	250.67	327.05	486.00	461.67	518.47	503.70	156.00	158.33	167.63	165.50	321.42	299.71	356.51	341.02	31.23	47.44	8.48	25.58	33.91	42.57	10.28	6.02	16.16	5.06	14.20	9.51	360.13	679.00	619.00	693.00	663.67	39.31	49.20	44.86	50.22	48.09	2.85	50.80	55.14	49.78	51.91	342013.00	307861.00	384161.00	344678.33	132.18	955.65	770.52	1711.26	220.89	355.62	762.59	88.86	46.81	59.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	713.53	677.44	655.61	212.73	150.29	135.32	548.07	532.75	523.96	585.00	576.00	576.00	177.00	129.00	124.00	419.54	431.32	444.35	576.00	579.00	682.19	677.44	129.00	143.33	166.11	150.29	431.32	431.74	534.93	532.75	29.25	5.20	41.06	29.26	12.20	12.41	0.90	4.29	20.42	24.72	2.87	2.28	538.86	813.00	779.00	823.00	805.00	23.07	58.91	56.45	59.64	58.33	1.67	41.09	43.55	40.36	41.67	580103.00	527722.00	539566.00	549130.33	1155.17	835.05	637.68	385.73	496.99	676.23	519.65	342.11	46.87	31.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	760.58	765.90	687.71	294.19	211.50	231.77	511.44	570.25	494.35	691.00	666.00	675.00	131.00	179.00	137.00	441.86	470.35	481.64	675.00	677.33	738.06	760.58	137.00	149.00	245.82	231.77	470.35	464.61	525.34	511.44	43.69	12.66	43.10	26.15	39.81	20.50	1.87	5.92	17.55	17.53	4.41	7.58	589.06	825.00	775.00	856.00	818.67	40.87	59.78	56.16	62.03	59.32	2.96	40.22	43.84	37.97	40.68	627482.00	593572.00	588677.00	603243.67	504.11	1229.27	185.37	837.00	359.52	2282.83	1159.78	365.38	130.52	337.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	1001.99	855.82	899.18	578.24	594.95	476.92	483.34	411.84	432.12	889.00	794.00	805.00	528.00	465.00	459.00	370.35	350.02	337.94	805.00	829.33	919.00	899.18	465.00	484.00	550.04	578.24	350.02	352.77	442.43	432.12	75.08	51.96	63.87	38.22	36.85	16.38	6.27	8.17	7.90	11.61	4.64	8.33	435.00	597.00	826.00	749.00	724.00	116.53	43.26	59.86	54.28	52.46	8.44	56.74	40.14	45.72	47.54	598190.00	706904.00	673486.00	659526.67	1059.03	498.29	517.19	272.47	682.69	625.80	526.99	700.63	1454.03	207.05	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	823.78	2964.88	4622.04	386.69	635.61	724.84	450.45	2470.72	4034.29	630.00	971.00	952.00	382.00	367.00	375.00	256.68	476.84	364.25	952.00	851.00	2803.57	2964.88	375.00	374.67	582.38	635.61	364.25	365.92	2318.49	2470.72	1904.26	191.63	175.25	7.51	1796.76	110.09	22.52	67.92	2.00	30.09	30.09	77.50	2428.90	294.00	17.00	25.00	112.00	157.67	21.30	1.23	1.81	8.12	11.43	78.70	98.77	98.19	91.88	242190.00	50403.00	115551.00	136048.00	1521.84	5411.07	10257.01	87.02	7.76	9.83	34.87	210.94	901.20	999.75	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	2897.97	2874.04	2759.01	1912.74	1955.59	1144.91	986.02	928.10	1682.83	2870.00	2812.00	2696.00	2449.00	2581.00	385.00	958.05	866.05	1619.82	2812.00	2792.67	2843.68	2874.04	2449.00	1805.00	1671.08	1912.74	958.05	1147.97	1198.98	986.02	74.29	88.60	456.18	1231.53	420.02	411.21	3.17	2.61	68.23	27.30	35.82	35.03	1038.68	539.00	584.00	331.00	484.67	134.97	39.06	42.32	23.99	35.12	9.78	60.94	57.68	76.01	64.88	1562008.00	1678441.00	913232.00	1384560.33	658.78	401.75	701.28	806.75	1349.11	794.28	983.38	1276.97	1323.41	1244.66	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	431.13	449.53	450.05	142.00	229.94	174.02	294.26	250.51	282.80	406.00	414.00	395.00	122.00	167.00	176.00	269.13	214.98	227.75	406.00	405.00	443.57	449.53	167.00	155.00	181.99	174.02	227.75	237.28	275.85	282.80	10.77	9.54	44.50	28.93	22.69	28.30	2.36	2.43	18.67	24.45	11.93	8.22	288.57	587.00	453.00	695.00	578.33	121.23	42.54	32.83	50.36	41.91	8.78	57.46	67.17	49.64	58.09	253075.00	203636.00	312784.00	256498.33	171.43	168.03	105.41	1007.56	675.36	1864.60	1182.51	47.31	235.55	67.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
