	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1681.29	1742.00	2332.60	177.02	164.50	695.02	1531.02	1583.48	1671.91	1870.00	1972.00	2377.00	131.00	148.00	666.00	1719.72	1813.48	1716.30	1972.00	2073.00	1918.63	1742.00	148.00	315.00	345.52	177.02	1719.72	1749.84	1595.47	1583.48	359.79	268.17	302.75	304.09	71.21	55.15	12.94	18.75	96.54	87.62	3.15	4.46	1603.63	1227.00	1290.00	1377.00	1298.00	75.32	88.91	93.48	99.78	94.06	5.46	11.09	6.52	0.22	5.94	2062948.00	2247174.00	3211997.00	2507373.00	676.07	687.07	416.05	2778.66	2973.04	5533.44	3761.71	176.13	59.77	480.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	2622.82	2755.32	2915.63	1364.20	1385.88	1712.98	1291.67	1408.13	1253.23	2592.00	2771.00	2903.00	1135.00	1307.00	1794.00	1260.84	1423.80	1240.61	2771.00	2755.33	2764.59	2755.32	1307.00	1412.00	1487.69	1385.88	1260.84	1308.42	1317.68	1291.67	146.62	156.09	195.41	341.82	80.65	100.44	5.67	5.30	24.21	13.14	7.68	6.12	1352.59	1270.00	1286.00	1308.00	1288.00	19.08	92.03	93.19	94.78	93.33	1.38	7.97	6.81	5.22	6.67	3330984.00	3543347.00	3813643.00	3562658.00	351.51	382.23	372.42	4666.73	4737.58	4401.61	4601.97	1132.72	1151.38	1292.39	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	2495.66	2563.71	2843.15	1398.23	1585.32	1858.98	1162.92	1018.55	1017.75	2492.00	2533.00	2810.00	978.00	1472.00	1870.00	1159.25	987.84	984.60	2533.00	2611.67	2634.17	2563.71	1472.00	1440.00	1614.18	1585.32	987.84	1043.90	1066.40	1018.55	184.15	172.98	231.73	446.86	83.58	99.91	6.62	6.99	31.03	14.36	9.57	7.84	1194.17	1284.00	1291.00	1317.00	1297.33	17.39	93.04	93.55	95.43	94.01	1.26	6.96	6.45	4.57	5.99	3204429.00	3309749.00	3744427.00	3419535.00	366.29	467.02	480.71	4076.46	2815.58	2788.33	3226.79	1220.81	1153.71	1128.42	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	2168.24	1223.11	1985.50	209.12	293.39	216.26	1971.82	1019.96	1794.98	614.00	594.00	539.00	196.00	193.00	195.00	417.58	390.85	348.48	594.00	582.33	1792.28	1985.50	195.00	194.67	239.59	216.26	390.85	385.64	1595.59	1794.98	501.31	38.84	46.73	1.53	506.29	34.84	6.67	27.97	0.78	19.50	9.04	31.73	1597.62	46.00	90.00	64.00	66.67	22.12	3.33	6.52	4.64	4.83	1.60	96.67	93.48	95.36	95.17	99739.00	110080.00	127072.00	112297.00	3231.91	1887.14	4404.20	28.07	48.64	26.08	34.26	94.95	1068.66	193.48	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	796.45	757.45	533.69	249.76	561.84	263.79	555.86	532.57	283.62	466.00	508.00	501.00	197.00	190.00	197.00	225.40	283.12	250.93	501.00	491.67	695.86	757.45	197.00	194.67	358.46	263.79	250.93	253.15	457.35	532.57	141.80	22.50	176.27	4.04	150.90	28.92	4.58	20.38	2.08	49.17	11.42	33.00	501.20	75.00	196.00	147.00	139.33	60.86	5.43	14.20	10.65	10.10	4.41	94.57	85.80	89.35	89.90	59734.00	148460.00	78452.00	95548.67	1100.67	1417.82	166.77	37.88	73.62	249.99	120.50	116.43	3940.80	146.23	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	458.61	503.61	833.71	156.11	176.17	205.20	307.04	343.26	644.28	411.00	421.00	419.00	129.00	164.00	189.00	259.43	260.65	229.56	419.00	417.00	598.65	503.61	164.00	160.67	179.16	176.17	259.43	249.88	431.53	343.26	204.82	5.29	24.68	30.14	185.13	17.61	1.27	34.21	18.76	13.77	7.05	42.90	437.98	448.00	498.00	510.00	485.33	32.88	32.46	36.09	36.96	35.17	2.38	67.54	63.91	63.04	64.83	205456.00	250800.00	425194.00	293816.67	495.26	670.56	2549.46	277.74	254.93	128.88	220.52	49.80	131.78	121.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	480.03	458.31	452.87	197.77	186.70	195.99	293.38	283.23	271.56	418.00	412.00	415.00	186.00	132.00	173.00	231.36	236.92	233.70	415.00	415.00	463.73	458.31	173.00	163.67	193.48	195.99	233.70	233.99	282.72	283.23	14.37	3.00	5.95	28.18	10.92	2.79	0.72	3.10	17.22	3.07	1.19	3.86	300.07	581.00	607.00	626.00	604.67	22.59	42.10	43.99	45.36	43.82	1.64	57.90	56.01	54.64	56.18	278896.00	278194.00	283494.00	280194.67	419.06	523.47	85.62	406.76	328.42	1985.60	906.93	100.71	105.36	115.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	703.82	1172.62	637.04	191.06	251.82	186.98	516.91	978.98	454.88	459.00	410.00	421.00	191.00	189.00	188.00	272.09	216.36	238.84	421.00	430.00	837.83	703.82	189.00	189.33	209.95	191.06	238.84	242.43	650.26	516.91	291.85	25.71	36.32	1.53	286.37	28.04	5.98	34.83	0.81	17.30	11.57	44.04	648.50	56.00	95.00	178.00	109.67	62.31	4.06	6.88	12.90	7.95	4.52	95.94	93.12	87.10	92.05	39414.00	111399.00	113394.00	88069.00	795.89	3528.97	1205.50	36.37	26.35	67.17	43.30	59.50	636.10	61.38	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	1375.40	585.66	693.31	203.77	176.48	212.76	1195.96	420.78	503.48	649.00	411.00	406.00	179.00	179.00	187.00	469.55	246.12	216.17	411.00	488.67	884.79	693.31	179.00	181.67	197.67	203.77	246.12	310.62	706.74	503.48	428.28	138.88	18.89	4.62	425.69	138.46	28.42	48.40	2.54	9.56	44.58	60.23	703.12	42.00	461.00	373.00	292.00	220.93	3.04	33.41	27.03	21.16	16.01	96.96	66.59	72.97	78.84	57767.00	269988.00	258604.00	195453.00	2135.77	875.95	978.93	23.52	221.45	191.84	145.60	154.41	98.27	173.92	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	1089.75	2093.50	1652.83	275.67	254.92	313.03	913.63	1889.27	1451.18	759.00	601.00	923.00	187.00	195.00	190.00	582.88	396.77	721.35	759.00	761.00	1612.03	1652.83	190.00	190.67	281.20	275.67	582.88	567.00	1418.03	1451.18	503.12	161.01	29.45	4.04	488.66	162.87	21.16	31.21	2.12	10.47	28.73	34.46	1421.36	16.00	32.00	23.00	23.67	8.02	1.16	2.32	1.67	1.71	0.58	98.84	97.68	98.33	98.29	17436.00	66992.00	38015.00	40814.33	772.11	3960.54	1552.55	18.93	15.26	21.50	18.57	1096.87	512.07	854.44	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
