	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1006.10	1080.81	1183.64	716.12	632.34	809.68	326.43	452.99	466.93	922.00	990.00	1033.00	764.00	685.00	765.00	242.33	362.18	316.28	990.00	981.67	1090.18	1080.81	764.00	738.00	719.38	716.12	316.28	306.93	415.45	452.99	89.14	55.97	88.72	45.90	77.41	60.47	5.70	8.18	6.22	12.33	19.70	18.63	352.18	814.00	1060.00	472.00	782.00	295.30	58.99	76.81	34.20	56.67	21.40	41.01	23.19	65.80	43.33	818963.00	1145661.00	558680.00	841101.33	194.33	737.80	391.01	1367.30	650.82	563.64	860.59	386.51	263.93	1056.01	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1058.59	2757.30	1075.31	786.86	1229.85	816.70	316.35	1937.00	263.62	1026.00	1157.00	1036.00	875.00	938.00	876.00	283.76	336.70	224.31	1036.00	1073.00	1630.40	1075.31	876.00	896.33	944.47	816.70	283.76	281.59	838.99	316.35	975.96	72.92	247.60	36.09	951.27	56.22	6.80	59.86	4.03	26.22	19.97	113.38	734.07	675.00	616.00	383.00	558.00	154.40	48.91	44.64	27.75	40.43	11.19	51.09	55.36	72.25	59.57	714550.00	1698497.00	411843.00	941630.00	112.47	5932.92	100.43	1898.60	201.11	1005.31	1035.01	722.53	2761.16	292.74	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	1354.97	1100.77	1174.47	893.93	765.35	793.72	521.25	358.15	385.56	1203.00	1083.00	1127.00	869.00	821.00	879.00	369.28	340.38	338.09	1127.00	1137.67	1210.07	1174.47	869.00	856.33	817.67	793.72	340.38	349.25	421.65	385.56	130.79	60.71	67.55	31.01	87.34	17.39	5.34	10.81	3.62	8.26	4.98	20.71	353.74	756.00	909.00	757.00	807.33	88.05	54.78	65.87	54.86	58.50	6.38	45.22	34.13	45.14	41.50	1024361.00	1000600.00	889074.00	971345.00	514.33	191.96	244.89	766.17	1695.92	1191.81	1217.96	479.04	375.81	331.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	1228.92	1001.42	1020.13	710.33	581.55	601.21	559.57	429.11	425.33	953.00	829.00	823.00	673.00	596.00	593.00	283.64	256.69	228.20	829.00	868.33	1083.49	1020.13	596.00	620.67	631.03	601.21	256.69	256.18	471.33	429.11	126.30	73.38	69.38	45.35	76.44	27.73	8.45	11.66	7.31	10.99	10.82	16.22	462.82	203.00	237.00	149.00	196.33	44.38	14.71	17.17	10.80	14.23	3.22	85.29	82.83	89.20	85.77	249471.00	237336.00	151999.00	212935.33	1662.89	592.60	1432.37	68.31	171.61	44.24	94.72	394.42	201.96	205.11	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	953.27	799.78	1117.58	558.68	378.20	499.61	431.24	423.77	647.24	810.00	698.00	735.00	502.00	392.00	399.00	287.96	321.98	264.66	735.00	747.67	956.88	953.27	399.00	431.00	478.83	499.61	287.96	291.54	500.75	431.24	158.93	57.06	92.02	61.59	126.92	28.83	7.63	16.61	14.29	19.22	9.89	25.35	525.88	233.00	769.00	324.00	442.00	286.82	16.88	55.72	23.48	32.03	20.78	83.12	44.28	76.52	67.97	222113.00	615033.00	362096.00	399747.33	611.12	1202.91	3671.01	164.42	270.91	57.12	164.15	388.30	57.81	274.41	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	925.84	799.44	735.44	409.19	360.34	388.70	553.46	459.18	364.48	799.00	632.00	617.00	372.00	319.00	380.00	426.62	291.74	246.04	632.00	682.67	820.24	799.44	372.00	357.00	386.07	388.70	291.74	321.47	459.04	459.18	96.89	101.03	24.53	33.15	94.49	93.89	14.80	11.81	9.29	6.35	29.21	20.58	463.24	503.00	382.00	387.00	424.00	68.46	36.45	27.68	28.04	30.72	4.96	63.55	72.32	71.96	69.28	465699.00	305387.00	284615.00	351900.33	554.03	451.17	534.44	502.49	388.79	263.93	385.07	227.37	225.39	144.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	759.69	819.82	785.84	372.95	416.09	367.81	418.31	419.38	439.42	675.00	719.00	682.00	313.00	390.00	327.00	333.62	318.55	335.58	682.00	692.00	788.45	785.84	327.00	343.33	385.62	372.95	333.62	329.25	425.70	419.38	30.15	23.64	26.51	41.02	11.89	9.32	3.42	3.82	11.95	6.88	2.83	2.79	445.12	736.00	444.00	686.00	622.00	156.17	53.33	32.17	49.71	45.07	11.32	46.67	67.83	50.29	54.93	559135.00	364001.00	539085.00	487407.00	745.77	376.16	327.90	412.83	495.01	919.32	609.05	280.35	146.20	213.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	1071.17	827.42	798.38	421.60	370.00	356.17	704.93	482.02	469.97	632.00	662.00	610.00	358.00	303.00	298.00	265.77	316.60	281.60	632.00	634.67	898.99	827.42	303.00	319.67	382.59	370.00	281.60	287.99	552.31	482.02	149.82	26.10	34.48	33.29	132.31	26.01	4.11	16.67	10.41	9.01	9.03	23.96	579.32	334.00	188.00	224.00	248.67	76.06	24.20	13.62	16.23	18.02	5.51	75.80	86.38	83.77	81.98	357770.00	155555.00	178836.00	230720.33	3146.27	462.71	1446.44	74.83	195.85	72.78	114.49	369.20	219.04	381.13	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	722.19	1095.37	793.37	335.23	414.04	379.48	416.69	713.60	449.01	600.00	788.00	647.00	296.00	385.00	296.00	294.50	406.23	302.64	647.00	678.33	870.31	793.37	296.00	325.67	376.25	379.48	302.64	334.46	526.44	449.01	198.13	97.84	39.50	51.38	162.89	62.29	14.42	22.77	15.78	10.50	18.62	30.94	544.65	512.00	430.00	131.00	357.67	200.54	37.10	31.16	9.49	25.92	14.53	62.90	68.84	90.51	74.08	369763.00	471010.00	103932.00	314901.67	681.09	2144.46	435.59	313.24	143.09	135.04	197.12	166.22	348.32	233.41	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	1073.67	678.45	799.53	438.20	391.51	317.36	677.55	310.65	484.98	707.00	598.00	597.00	366.00	387.00	296.00	310.88	230.20	282.45	598.00	634.00	850.55	799.53	366.00	349.67	382.36	391.51	282.45	274.51	491.06	484.98	202.49	63.22	60.94	47.65	183.53	40.92	9.97	23.81	13.63	15.94	14.91	37.37	500.89	83.00	195.00	109.00	129.00	58.62	6.01	14.13	7.90	9.35	4.25	93.99	85.87	92.10	90.65	89115.00	132298.00	87149.00	102854.00	1163.61	308.51	793.74	48.33	196.35	66.60	103.76	278.76	162.54	65.52	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
11	antigen 044	NY-CO-45	1	2	3	1364.07	727.45	1299.91	486.12	329.94	432.51	993.06	408.90	906.76	620.00	584.00	1074.00	380.00	302.00	320.00	248.99	265.45	680.85	620.00	759.33	1130.48	1299.91	320.00	334.00	416.19	432.51	265.45	398.43	769.57	906.76	350.50	273.10	79.36	40.84	315.32	244.72	35.97	31.00	12.23	19.07	61.42	40.97	796.48	167.00	84.00	79.00	110.00	49.43	12.10	6.09	5.72	7.97	3.58	87.90	93.91	94.28	92.03	227800.00	61106.00	102693.00	130533.00	1890.56	390.39	1023.85	87.72	87.98	69.97	81.89	720.10	114.91	281.80	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	766.53	839.38	1116.72	367.51	335.12	365.36	418.78	518.87	754.90	698.00	595.00	606.00	313.00	303.00	325.00	350.25	274.49	244.18	606.00	633.00	907.54	839.38	313.00	313.67	356.00	365.36	274.49	289.64	564.18	518.87	184.78	56.56	18.11	11.02	172.58	54.64	8.94	20.36	3.51	5.09	18.86	30.59	593.88	287.00	120.00	65.00	157.33	115.61	20.80	8.70	4.71	11.40	8.38	79.20	91.30	95.29	88.60	219995.00	100725.00	72587.00	131102.33	226.57	1320.38	1656.16	530.48	47.16	29.63	202.42	121.55	124.95	79.49	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	988.04	892.49	904.49	452.77	485.23	467.08	542.38	428.84	460.53	714.00	724.00	759.00	411.00	480.00	415.00	268.34	260.36	315.04	724.00	732.33	928.34	904.49	415.00	435.33	468.36	467.08	268.34	281.24	477.25	460.53	52.05	23.63	16.27	38.73	58.58	29.54	3.23	5.61	8.90	3.47	10.50	12.28	493.01	224.00	399.00	493.00	372.00	136.52	16.23	28.91	35.72	26.96	9.89	83.77	71.09	64.28	73.04	221321.00	356103.00	445914.00	341112.67	1685.00	718.45	1339.75	72.10	238.16	169.46	159.91	116.18	185.14	270.84	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
14	antigen 072	ZNF165	1	2	6	917.00	1207.58	813.28	463.92	444.22	373.78	562.20	798.11	450.62	609.00	718.00	623.00	354.00	392.00	364.00	254.20	308.53	260.34	623.00	650.00	979.29	917.00	364.00	370.00	427.31	444.22	260.34	274.36	603.65	562.20	204.39	59.30	47.39	19.70	177.41	29.75	9.12	20.87	5.32	11.09	10.84	29.39	609.29	283.00	205.00	379.00	289.00	87.16	20.51	14.86	27.46	20.94	6.32	79.49	85.14	72.54	79.06	259511.00	247554.00	308235.00	271766.67	942.41	3308.65	669.58	168.83	49.45	255.07	157.78	688.26	227.19	102.96	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
15	antigen 076	CDK7	1	2	7	1100.80	964.19	836.32	368.75	373.94	322.77	749.77	616.61	518.54	785.00	841.00	814.00	315.00	312.00	306.00	433.98	493.42	496.22	814.00	813.33	967.10	964.19	312.00	311.00	355.15	368.75	493.42	474.54	628.31	616.61	132.26	28.01	28.17	4.58	116.06	35.15	3.44	13.68	1.47	7.93	7.41	18.47	656.10	84.00	26.00	22.00	44.00	34.70	6.09	1.88	1.59	3.19	2.51	93.91	98.12	98.41	96.81	92467.00	25069.00	18399.00	45311.67	1365.45	360.77	292.49	46.12	44.44	39.00	43.19	144.85	177.35	50.72	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	1345.50	952.50	1339.88	330.63	319.73	287.53	1025.87	648.56	1057.43	867.00	843.00	631.00	300.00	298.00	290.00	547.37	539.06	348.55	843.00	780.33	1212.63	1339.88	298.00	296.00	312.63	319.73	539.06	478.33	910.62	1025.87	225.29	129.88	22.41	5.29	227.50	112.46	16.64	18.58	1.79	7.17	23.51	24.98	916.63	30.00	4.00	64.00	32.67	30.09	2.17	0.29	4.64	2.37	2.18	97.83	99.71	95.36	97.63	40365.00	3810.00	85752.00	43309.00	1678.71	583.33	4813.70	18.33	4.45	14.06	12.28	105.70	109.84	68.25	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
17	antigen 003	BAGE4	1	6	7	1394.07	932.98	1136.69	304.70	300.51	356.96	1098.70	639.97	805.68	699.00	512.00	593.00	294.00	286.00	303.00	403.63	218.98	261.98	593.00	601.33	1154.58	1136.69	294.00	294.33	320.72	304.70	261.98	294.87	848.12	805.68	231.06	93.78	31.45	8.50	232.29	96.62	15.60	20.01	2.89	9.81	32.77	27.39	860.25	335.00	53.00	72.00	153.33	157.61	24.28	3.84	5.22	11.11	11.42	75.72	96.16	94.78	88.89	467013.00	49448.00	81842.00	199434.33	4914.71	1614.97	3052.37	74.89	21.00	19.00	38.30	94.15	81.75	224.18	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	1622.33	1540.18	770.33	385.80	419.17	371.82	1275.10	1175.42	403.76	1046.00	1409.00	656.00	295.00	312.00	389.00	698.77	1044.25	289.43	1046.00	1037.00	1310.95	1540.18	312.00	332.00	392.26	385.80	698.77	677.48	951.43	1175.42	469.98	376.58	24.33	50.09	476.91	377.86	36.31	35.85	15.09	6.20	55.77	50.13	978.95	24.00	40.00	9.00	24.33	15.50	1.74	2.90	0.65	1.76	1.12	98.26	97.10	99.35	98.24	38936.00	61607.00	6933.00	35825.33	1860.19	999.65	220.74	16.45	47.03	16.46	26.65	254.37	314.92	76.06	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
19			1	7	7	1038.34	680.68	1997.53	340.15	289.80	389.18	704.29	394.34	1638.94	978.00	628.00	1043.00	300.00	289.00	368.00	643.95	341.66	684.41	754.00	970.28	1402.03	895.67	298.00	305.28	328.02	322.51	437.75	654.00	1085.75	575.13	1598.86	1153.56	52.93	41.71	1608.13	1159.21	118.89	114.04	13.66	16.14	177.25	148.11	1096.75	83.00	41.00	30.00	35.75	42.54	6.01	2.97	2.17	2.59	3.08	93.99	97.03	97.83	96.28	86182.00	27908.00	59926.00	37376.75	370.96	173.69	5369.99	157.58	93.09	9.16	86.61	67.80	39.78	183.35	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	786.13	844.19	964.61	313.32	417.05	449.55	489.53	487.11	525.32	606.00	672.00	707.00	294.00	384.00	405.00	309.41	314.92	267.72	672.00	661.67	864.97	844.19	384.00	361.00	393.31	417.05	309.41	297.35	500.66	489.53	91.04	51.29	71.15	58.97	21.40	25.81	7.75	10.52	16.33	18.09	8.68	4.27	503.97	258.00	332.00	125.00	238.33	104.89	18.70	24.06	9.06	17.27	7.60	81.30	75.94	90.94	82.73	202821.00	280270.00	120576.00	201222.33	831.18	411.91	892.35	151.95	392.61	73.59	206.05	117.01	830.96	129.74	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	672.71	860.01	986.48	348.80	362.74	419.84	340.85	525.65	609.99	548.00	617.00	632.00	310.00	306.00	393.00	216.14	282.64	255.52	617.00	599.00	839.73	860.01	310.00	336.33	377.13	362.74	255.52	251.43	492.16	525.65	157.86	44.80	37.64	49.12	137.66	33.44	7.48	18.80	14.60	9.98	13.30	27.97	503.40	143.00	105.00	251.00	166.33	75.75	10.36	7.61	18.19	12.05	5.49	89.64	92.39	81.81	87.95	96198.00	90301.00	247606.00	144701.67	450.12	700.18	2048.56	108.29	78.83	74.74	87.28	115.38	313.37	241.11	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	1080.01	1007.68	1228.82	711.56	540.71	573.02	377.39	483.90	710.81	990.00	842.00	840.00	692.00	528.00	494.00	287.39	318.22	321.99	842.00	890.67	1105.50	1080.01	528.00	571.33	608.43	573.02	318.22	309.20	524.04	483.90	112.75	86.03	90.76	105.87	170.29	18.99	9.66	10.20	18.53	14.92	6.14	32.50	534.17	331.00	563.00	639.00	511.00	160.45	23.99	40.80	46.30	37.03	11.63	76.01	59.20	53.70	62.97	357482.00	567325.00	785214.00	570007.00	360.33	817.23	1549.64	346.68	333.37	293.10	324.38	218.09	251.44	503.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	1695.64	1132.97	1199.39	1114.96	713.41	855.18	690.20	422.69	349.19	1344.00	1098.00	1150.00	988.00	757.00	853.00	338.56	387.72	299.80	1150.00	1197.33	1342.67	1199.39	853.00	866.00	894.52	855.18	338.56	342.03	487.36	422.69	307.48	129.65	203.64	116.05	179.47	44.06	10.83	22.90	13.40	22.77	12.88	36.82	476.67	579.00	681.00	338.00	532.67	176.13	41.96	49.35	24.49	38.60	12.76	58.04	50.65	75.51	61.40	981774.00	771555.00	405394.00	719574.33	1636.94	433.11	272.53	244.13	664.62	433.07	447.27	1167.92	288.63	160.68	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
