	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	2528.29	2658.95	2634.02	688.28	445.83	346.40	1858.60	2224.62	2291.47	2747.00	2781.00	2721.00	589.00	403.00	315.00	2077.30	2346.66	2378.45	2747.00	2749.67	2607.09	2634.02	403.00	435.67	493.51	445.83	2346.66	2267.47	2124.89	2224.62	69.37	30.09	175.86	139.89	233.03	165.45	1.09	2.66	32.11	35.63	7.30	10.97	2171.42	991.00	798.00	778.00	855.67	117.63	71.81	57.83	56.38	62.00	8.52	28.19	42.17	43.62	38.00	2505539.00	2121846.00	2049268.00	2225551.00	847.77	699.55	619.99	2172.59	2537.69	2875.45	2528.58	340.35	168.47	116.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	3843.92	4140.59	3576.14	1335.45	1187.93	957.18	2537.20	2955.34	2633.89	4070.00	4006.00	3826.00	1281.00	1154.00	897.00	2763.29	2820.76	2883.75	4006.00	3967.33	3853.55	3843.92	1154.00	1110.67	1160.19	1187.93	2820.76	2822.60	2708.81	2633.89	282.35	126.51	190.65	195.63	218.91	60.25	3.19	7.33	17.61	16.43	2.13	8.08	2742.88	951.00	969.00	936.00	952.00	16.52	68.91	70.22	67.83	68.99	1.20	31.09	29.78	32.17	31.01	3655564.00	4012228.00	3347267.00	3671686.33	1010.95	3836.68	978.78	2386.74	746.41	2518.78	1883.98	297.15	269.34	301.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	4932.09	5720.34	5733.97	3591.05	4084.59	3721.26	2004.20	2286.67	2651.00	4013.00	4510.00	4493.00	906.00	1191.00	1343.00	1085.11	1076.33	1410.04	4493.00	4338.67	5462.13	5720.34	1191.00	1146.67	3798.97	3721.26	1085.11	1190.49	2313.96	2286.67	459.08	282.16	255.78	221.85	324.26	190.18	6.50	8.40	19.35	6.73	15.98	14.01	4315.47	771.00	637.00	824.00	744.00	96.38	55.87	46.16	59.71	53.91	6.98	44.13	53.84	40.29	46.09	3802645.00	3643858.00	4724788.00	4057097.00	2729.53	3195.73	3634.50	566.12	455.80	601.02	540.98	4972.20	5642.19	4718.41	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	972.53	944.43	1378.18	332.76	345.71	347.25	649.93	598.63	1035.18	617.00	615.00	618.00	303.00	330.00	319.00	294.39	269.20	275.00	617.00	616.67	1098.38	972.53	319.00	317.33	341.91	345.71	275.00	279.53	761.25	649.93	242.72	1.53	7.96	13.58	238.62	13.19	0.25	22.10	4.28	2.33	4.72	31.35	781.05	469.00	421.00	261.00	383.67	108.91	33.99	30.51	18.91	27.80	7.89	66.01	69.49	81.09	72.20	456117.00	397607.00	359706.00	404476.67	3127.13	3459.48	3921.79	97.47	72.85	68.89	79.74	153.73	59.66	71.95	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	954.69	578.66	944.38	379.36	266.40	320.06	647.52	338.71	640.57	609.00	507.00	626.00	214.00	201.00	289.00	301.83	267.05	322.20	609.00	580.67	825.91	944.38	214.00	234.67	321.94	320.06	301.83	297.02	542.27	640.57	214.18	64.36	56.50	47.50	176.32	27.89	11.08	25.93	20.24	17.55	9.39	32.52	591.24	301.00	452.00	242.00	331.67	108.31	21.81	32.75	17.54	24.03	7.85	78.19	67.25	82.46	75.97	287361.00	261556.00	228539.00	259152.00	2499.50	356.13	1961.55	77.98	429.89	79.03	195.63	631.79	279.82	171.37	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	729.06	834.54	618.95	314.30	265.62	289.72	459.81	577.93	348.82	603.00	536.00	519.00	209.00	219.00	281.00	333.75	279.39	248.87	536.00	552.67	727.52	729.06	219.00	236.33	289.88	289.72	279.39	287.33	462.18	459.81	107.80	44.41	24.34	39.00	114.57	43.00	8.04	14.82	16.50	8.40	14.96	24.79	491.18	425.00	483.00	334.00	414.00	75.11	30.80	35.00	24.20	30.00	5.44	69.20	65.00	75.80	70.00	309849.00	403084.00	206730.00	306554.33	1258.58	3132.99	674.65	155.27	89.10	172.69	139.02	342.66	88.26	162.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	739.88	653.71	1589.09	385.81	240.57	264.51	456.84	425.00	1340.49	605.00	520.00	537.00	191.00	199.00	201.00	321.96	291.29	288.40	537.00	554.00	994.23	739.88	199.00	197.00	296.96	264.51	291.29	300.55	740.78	456.84	516.96	44.98	77.87	5.29	519.61	18.60	8.12	52.00	2.69	26.22	6.19	70.14	797.23	424.00	355.00	245.00	341.33	90.28	30.72	25.72	17.75	24.73	6.54	69.28	74.28	82.25	75.27	313709.00	232068.00	389327.00	311701.33	1092.69	1552.64	5687.00	177.27	97.17	57.75	110.73	1114.58	91.96	129.86	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	898.38	954.39	566.38	454.35	262.46	273.94	628.92	705.86	321.87	541.00	515.00	515.00	206.00	202.00	209.00	271.54	266.48	270.49	515.00	523.67	806.38	898.38	206.00	205.67	330.25	273.94	270.49	269.50	552.22	628.92	209.73	15.01	107.63	3.51	203.16	2.67	2.87	26.01	1.71	32.59	0.99	36.79	600.72	330.00	205.00	176.00	237.00	81.84	23.91	14.86	12.75	17.17	5.93	76.09	85.14	87.25	82.83	296467.00	195649.00	99682.00	197266.00	1837.29	3553.66	196.99	112.96	40.72	287.58	147.09	2119.30	127.71	315.06	3	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	1105.47	794.92	741.74	577.61	450.04	371.17	539.11	364.48	377.49	890.00	719.00	708.00	565.00	409.00	376.00	323.64	288.56	343.75	719.00	772.33	880.71	794.92	409.00	450.00	466.27	450.04	323.64	318.65	427.02	377.49	196.46	102.05	104.18	100.95	97.29	27.93	13.21	22.31	22.43	22.34	8.77	22.78	430.71	683.00	562.00	600.00	615.00	61.88	49.49	40.72	43.48	44.57	4.48	50.51	59.28	56.52	55.43	755034.00	446743.00	445041.00	548939.33	2567.07	340.96	786.33	143.44	600.77	288.03	344.08	228.58	271.35	99.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	1688.96	1561.56	1244.89	1306.46	1134.43	861.28	411.02	435.27	399.75	1631.00	1445.00	1201.00	1271.00	1086.00	827.00	353.05	318.71	355.86	1445.00	1425.67	1498.47	1561.56	1086.00	1061.33	1100.72	1134.43	353.05	342.54	415.35	411.02	228.66	215.65	224.50	223.03	18.15	20.68	15.13	15.26	21.01	20.40	6.04	4.37	437.14	498.00	330.00	459.00	429.00	87.93	36.09	23.91	33.26	31.09	6.37	63.91	76.09	66.74	68.91	841103.00	515314.00	571406.00	642607.67	422.21	680.45	372.42	484.80	211.10	492.69	396.20	524.36	268.06	255.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	antigen 044	NY-CO-45	1	2	3	1328.98	1414.83	1514.90	821.68	938.66	1048.78	538.13	489.87	484.06	1194.00	1365.00	1482.00	781.00	933.00	1015.00	403.15	440.05	451.16	1365.00	1347.00	1419.57	1414.83	933.00	909.67	936.37	938.66	440.05	431.45	504.02	489.87	93.05	144.84	113.57	118.73	29.68	25.13	10.75	6.55	13.05	12.13	5.82	5.89	509.90	522.00	627.00	625.00	591.33	60.05	37.83	45.43	45.29	42.85	4.35	62.17	54.57	54.71	57.15	693729.00	887096.00	946815.00	842546.67	1304.54	275.98	223.00	215.33	1112.94	1356.67	894.98	454.82	336.42	340.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
