	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	2013.28	2136.95	2343.36	539.38	643.53	836.41	1578.97	1506.15	1531.12	2166.00	2235.00	2401.00	319.00	616.00	740.00	1731.69	1604.20	1588.76	2235.00	2267.33	2164.53	2136.95	616.00	558.33	673.11	643.53	1604.20	1641.55	1538.74	1531.12	166.76	120.79	150.71	216.34	37.00	78.45	5.33	7.70	38.75	22.39	4.78	2.40	1606.20	1330.00	1361.00	1333.00	1341.33	17.10	96.38	98.62	96.59	97.20	1.24	3.62	1.38	3.41	2.80	2677657.00	2908390.00	3123699.00	2903248.67	678.59	519.37	492.49	3094.69	3946.86	4144.24	3728.59	1022.78	240.64	356.34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	2748.60	2778.12	3164.24	1278.52	1310.28	1756.15	1523.33	1509.72	1443.99	2706.00	2772.00	3173.00	1062.00	1018.00	1545.00	1480.73	1503.60	1452.75	2772.00	2883.67	2896.99	2778.12	1062.00	1208.33	1448.32	1310.28	1480.73	1479.03	1492.35	1509.72	231.91	252.73	267.06	292.39	42.43	25.46	8.76	8.01	24.20	18.44	1.72	2.84	1688.65	1327.00	1349.00	1363.00	1346.33	18.15	96.16	97.75	98.77	97.56	1.32	3.84	2.25	1.23	2.44	3647397.00	3747685.00	4312854.00	3902645.33	702.56	1133.26	416.87	2877.27	1797.13	4721.26	3131.89	999.04	932.70	779.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	2644.04	2795.75	3031.15	1279.63	1367.83	1699.85	1476.10	1543.53	1359.56	2639.00	2784.00	3010.00	1005.00	1181.00	1558.00	1471.07	1531.78	1338.41	2784.00	2811.00	2823.65	2795.75	1181.00	1248.00	1449.10	1367.83	1471.07	1447.09	1459.73	1476.10	195.06	186.97	221.59	282.52	93.07	98.89	6.65	6.91	22.64	15.29	6.83	6.38	1575.65	1372.00	1358.00	1372.00	1367.33	8.08	99.42	98.41	99.42	99.08	0.59	0.58	1.59	0.58	0.92	3627619.00	3796630.00	4158741.00	3860996.67	443.41	459.46	388.64	4567.38	4562.14	4799.58	4643.04	1125.23	1219.39	640.74	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	1095.34	1151.92	1178.31	542.09	680.33	647.73	566.59	514.21	585.85	1061.00	1116.00	1169.00	460.00	558.00	482.00	532.26	478.29	576.54	1116.00	1115.33	1141.85	1151.92	482.00	500.00	623.38	647.73	532.26	529.03	555.55	566.59	42.39	54.00	72.27	51.42	37.08	49.20	4.84	3.71	10.28	11.59	9.30	6.67	641.85	1375.00	1239.00	1376.00	1330.00	78.81	99.64	89.78	99.71	96.38	5.71	0.36	10.22	0.29	3.62	1506086.00	1427224.00	1621359.00	1518223.00	418.46	536.01	303.62	1861.73	1188.61	2655.06	1901.80	289.73	487.05	575.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	635.20	763.17	785.34	389.77	249.39	393.85	332.84	539.05	478.70	515.00	508.00	543.00	291.00	204.00	292.00	212.64	283.88	236.36	515.00	522.00	727.91	763.17	291.00	262.33	344.34	389.77	236.36	244.29	450.20	478.70	81.04	18.52	82.25	50.52	106.02	36.28	3.55	11.13	19.26	23.89	14.85	23.55	465.57	54.00	299.00	243.00	198.67	128.38	3.91	21.67	17.61	14.40	9.30	96.09	78.33	82.39	85.60	34301.00	228189.00	190837.00	151109.00	350.95	1528.57	1021.40	51.21	105.44	113.89	90.18	471.03	243.53	730.26	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	502.11	467.67	470.11	196.35	180.11	236.25	310.88	287.28	286.17	415.00	408.00	407.00	190.00	190.00	188.00	223.76	227.61	223.06	408.00	410.00	479.96	470.11	190.00	189.33	204.24	196.35	223.76	224.81	294.77	287.28	19.22	4.36	28.89	1.15	13.96	2.45	1.06	4.00	0.61	14.14	1.09	4.73	290.63	538.00	460.00	537.00	511.67	44.75	38.99	33.33	38.91	37.08	3.24	61.01	66.67	61.09	62.92	270137.00	215126.00	252448.00	245903.67	475.13	423.30	472.64	352.01	312.18	325.13	329.78	55.03	29.14	471.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	664.31	457.90	715.16	227.07	161.48	235.31	448.78	299.55	505.11	512.00	413.00	522.00	189.00	145.00	190.00	296.48	254.64	311.95	512.00	482.33	612.46	664.31	189.00	174.67	207.95	227.07	296.48	287.69	417.81	448.78	136.24	60.25	40.46	25.70	106.23	29.65	12.49	22.25	14.71	19.46	10.31	25.42	437.79	268.00	679.00	340.00	429.00	219.48	19.42	49.20	24.64	31.09	15.90	80.58	50.80	75.36	68.91	178034.00	310915.00	243155.00	244034.67	1396.31	634.79	1894.04	86.14	320.41	90.67	165.74	104.46	48.54	240.91	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	1052.07	532.60	578.62	230.66	200.10	212.69	852.62	337.03	376.76	489.00	439.00	410.00	192.00	186.00	191.00	289.56	243.43	208.14	439.00	446.00	721.09	578.62	191.00	189.67	214.48	212.69	243.43	247.04	522.14	376.76	287.55	39.96	15.36	3.21	286.90	40.83	8.96	39.88	1.69	7.16	16.53	54.95	531.43	61.00	10.00	73.00	48.00	33.45	4.42	0.72	5.29	3.48	2.42	95.58	99.28	94.71	96.52	64176.00	5326.00	42239.00	37247.00	2001.59	205.16	1103.67	25.98	16.43	24.92	22.44	334.24	77.12	114.87	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	660.07	648.24	556.94	397.22	312.29	287.02	343.18	348.34	274.41	597.00	524.00	511.00	299.00	292.00	290.00	280.11	224.10	228.46	524.00	544.00	621.75	648.24	292.00	293.67	332.17	312.29	228.46	244.22	321.97	343.18	56.44	46.36	57.73	4.73	41.28	31.15	8.52	9.08	1.61	17.38	12.76	12.82	328.08	138.00	527.00	618.00	427.67	254.95	10.00	38.19	44.78	30.99	18.47	90.00	61.81	55.22	69.01	91090.00	341621.00	344192.00	258967.67	338.36	890.77	277.83	139.97	206.09	610.37	318.81	717.82	107.98	67.49	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	1109.37	869.48	744.12	327.89	407.84	474.11	855.01	503.53	318.12	521.00	714.00	690.00	233.00	389.00	396.00	266.64	348.05	264.00	690.00	641.67	907.66	869.48	389.00	339.33	403.28	407.84	266.64	292.90	558.89	503.53	185.59	105.19	73.22	92.15	272.69	47.78	16.39	20.45	27.16	18.16	16.31	48.79	568.32	98.00	155.00	230.00	161.00	66.20	7.10	11.23	16.67	11.67	4.80	92.90	88.77	83.33	88.33	108718.00	134770.00	171147.00	138211.67	1811.71	716.38	375.62	46.25	108.95	194.79	116.66	625.76	383.03	385.35	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
