	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	2391.60	2708.70	2583.10	1378.21	1991.60	1778.15	1073.42	764.67	840.44	2312.00	2618.00	2539.00	130.00	2800.00	2447.00	993.82	673.97	796.34	2539.00	2489.67	2561.13	2583.10	2447.00	1792.33	1715.99	1778.15	796.34	821.38	892.84	840.44	159.69	158.85	311.38	1450.40	160.91	161.39	6.38	6.24	80.92	18.15	19.65	18.02	768.80	510.00	849.00	1020.00	793.00	259.57	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	1219717.00	2299689.00	2634761.00	2051389.00	526.16	463.43	416.12	1040.45	1400.87	2060.08	1500.47	1528.34	1688.59	1479.33	3	3	3	3	3	3	0	0	0	0	0	0	0	0	3	3
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	2833.86	2635.87	3213.12	141.56	153.68	151.49	2693.70	2512.31	3076.93	2832.00	2747.00	2888.00	130.00	111.00	123.00	2691.83	2623.43	2751.81	2832.00	2822.33	2894.29	2833.86	123.00	121.33	148.91	151.49	2691.83	2689.03	2760.98	2693.70	293.33	71.00	6.46	9.61	288.26	64.23	2.52	10.13	7.92	4.34	2.39	10.44	2772.95	603.00	1159.00	1217.00	993.00	338.99	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	1708820.00	3054975.00	3910371.00	2891388.67	2458.89	1678.07	2385.67	660.58	1735.18	1569.63	1321.80	27.44	179.62	102.00	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	9256.51	4810.94	5024.40	4121.81	1622.69	278.38	5216.04	3630.77	4796.53	7971.00	3459.00	3453.00	4351.00	179.00	207.00	3930.53	2278.83	3225.13	3459.00	4961.00	6363.95	5024.40	207.00	1579.00	2007.62	1622.69	3225.13	3144.83	4547.78	4796.53	2507.30	2606.74	1950.42	2400.66	821.39	828.78	52.54	39.40	152.04	97.15	26.35	18.06	4784.95	164.00	1154.00	1377.00	898.33	645.65	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	1518067.00	5551823.00	6918603.00	4662831.00	4928.87	4279.66	5046.03	173.56	979.03	1308.92	820.50	3423.48	2944.45	482.80	3	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
4	antigen 007	COL6A1	1	1	4	3072.86	444.37	515.67	601.85	170.04	214.67	2698.07	284.19	309.95	1236.00	402.00	421.00	211.00	150.00	196.00	861.21	241.82	215.27	421.00	686.33	1344.30	515.67	196.00	185.67	328.85	214.67	241.82	439.43	1097.40	309.95	1497.40	476.12	237.47	31.79	1386.28	365.51	69.37	111.39	17.12	72.21	83.18	126.32	1158.63	202.00	241.00	131.00	191.33	55.77	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	620717.00	107094.00	67553.00	265121.33	4164.72	286.51	492.43	130.86	239.05	82.45	150.79	1318.83	107.17	72.65	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	484.18	1236.38	561.91	174.49	266.80	304.83	310.45	1040.14	302.85	417.00	416.00	508.00	194.00	192.00	207.00	243.28	219.76	248.94	417.00	447.00	760.82	561.91	194.00	197.67	248.71	266.80	243.28	237.32	551.15	310.45	413.68	52.83	67.03	8.14	423.50	15.47	11.82	54.37	4.12	26.95	6.52	76.84	563.16	429.00	586.00	177.00	397.33	206.33	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	207712.00	724520.00	99458.00	343896.67	276.62	4498.89	204.68	481.46	135.48	261.89	292.95	42.17	479.11	553.95	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	556.33	636.35	447.21	202.19	261.63	197.01	357.11	414.33	252.54	516.00	515.00	412.00	194.00	199.00	193.00	316.78	292.97	217.33	515.00	481.00	546.63	556.33	194.00	195.33	220.27	202.19	292.97	275.69	341.33	357.11	94.95	59.76	35.91	3.21	82.04	51.93	12.42	17.37	1.65	16.30	18.84	24.04	351.30	267.00	248.00	414.00	309.67	90.85	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	148541.00	157816.00	185144.00	163833.67	244.75	912.42	72.48	389.57	112.62	1442.43	648.21	39.71	604.37	24.56	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
7	antigen 032	MAGEA3	1	1	7	612.55	611.64	594.31	292.91	243.78	296.49	335.39	372.44	348.65	607.00	521.00	530.00	200.00	213.00	193.00	329.84	281.80	284.34	530.00	552.67	606.17	611.64	200.00	202.00	277.73	292.91	284.34	298.66	352.16	348.65	10.28	47.27	29.45	10.15	18.77	27.03	8.55	1.70	5.02	10.60	9.05	5.33	404.17	310.00	592.00	270.00	390.67	175.50	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	189891.00	362090.00	160463.00	237481.33	154.18	701.84	382.37	674.34	314.15	246.19	411.56	158.76	60.72	548.22	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
8	antigen 112	SOX1	1	1	8	578.38	793.13	624.94	264.32	252.22	211.64	320.44	545.77	420.72	585.00	532.00	429.00	212.00	214.00	189.00	327.06	284.63	224.78	532.00	515.33	665.48	624.94	212.00	205.00	242.73	252.22	284.63	278.82	428.97	420.72	112.97	79.32	27.59	13.89	112.89	51.39	15.39	16.98	6.78	11.37	18.43	26.32	460.48	129.00	193.00	276.00	199.33	73.70	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	74611.00	153075.00	172483.00	133389.67	108.46	1285.24	1602.67	381.14	81.96	72.45	178.52	88.90	80.21	85.52	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	598.52	608.00	788.90	196.91	151.73	132.28	438.84	463.01	659.03	402.00	383.00	416.00	179.00	121.00	119.00	242.32	238.01	286.13	402.00	400.33	665.14	608.00	121.00	139.67	160.31	151.73	242.32	255.49	520.29	463.01	107.29	16.56	33.16	34.08	120.76	26.62	4.14	16.13	24.40	20.68	10.42	23.21	525.47	203.00	49.00	41.00	97.67	91.31	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	121499.00	29792.00	32345.00	61212.00	1185.32	705.88	765.66	75.16	32.14	35.29	47.53	473.13	66.84	30.28	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	1687.28	518.27	626.96	148.30	142.68	147.05	1545.95	389.55	481.13	431.00	398.00	523.00	123.00	120.00	126.00	289.67	269.27	377.17	431.00	450.67	944.17	626.96	123.00	123.00	146.01	147.05	289.67	312.04	805.54	481.13	645.84	64.78	2.95	3.00	642.85	57.32	14.37	68.40	2.44	2.02	18.37	79.80	821.17	36.00	44.00	23.00	34.33	10.60	0.00	0.00	0.00	0.00	0.00	100.00	100.00	100.00	100.00	60742.00	22804.00	14420.00	32655.33	6611.91	561.11	270.80	8.42	30.55	40.86	26.61	66.26	95.94	38.89	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
