	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1347.09	1251.42	1098.85	940.43	858.73	732.59	426.73	414.08	393.49	1269.00	1183.00	1010.00	1164.00	1037.00	909.00	348.64	345.66	304.64	1183.00	1154.00	1232.45	1251.42	1037.00	1036.67	843.91	858.73	345.66	332.98	411.43	414.08	125.20	131.91	104.71	127.50	16.78	24.59	11.43	10.16	12.30	12.41	7.38	4.08	195.79	349.00	303.00	521.00	391.00	114.91	25.29	21.96	37.75	28.33	8.33	74.71	78.04	62.25	71.67	470134.00	379181.00	572499.00	473938.00	307.16	336.49	1148.11	484.86	372.86	178.56	345.43	580.52	551.91	522.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1344.08	1317.29	1264.33	889.84	821.43	780.81	478.38	526.63	514.32	1305.00	1284.00	1213.00	1169.00	1040.00	994.00	439.30	493.34	462.99	1284.00	1267.33	1308.57	1317.29	1040.00	1067.67	830.69	821.43	462.99	465.21	506.44	514.32	40.59	48.21	55.10	90.72	25.07	27.09	3.80	3.10	8.50	6.63	5.82	4.95	240.90	1210.00	1264.00	1165.00	1213.00	49.57	87.68	91.59	84.42	87.90	3.59	12.32	8.41	15.58	12.10	1626340.00	1665055.00	1472942.00	1588112.33	230.41	276.03	238.38	2512.24	2411.51	2513.49	2479.08	621.32	563.29	572.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	5139.88	5072.96	5171.29	3750.20	3320.96	3378.13	1504.92	1963.20	1970.17	4917.00	4842.00	4850.00	4460.00	4223.00	4058.00	1282.04	1732.24	1648.88	4850.00	4869.67	5128.04	5139.88	4223.00	4247.00	3483.10	3378.13	1648.88	1554.39	1812.76	1963.20	50.22	41.19	233.08	202.07	266.62	239.51	0.85	0.98	4.76	6.69	15.41	14.71	881.04	1323.00	1299.00	1330.00	1317.33	16.26	95.87	94.13	96.38	95.46	1.18	4.13	5.87	3.62	4.54	6800055.00	6589774.00	6877815.00	6755881.33	1054.20	1372.81	1393.16	1888.64	1857.65	1880.85	1875.71	2721.23	2803.89	2837.21	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	556.71	525.07	717.96	283.14	263.80	280.07	283.85	269.17	454.00	502.00	506.00	514.00	277.00	218.00	216.00	229.14	250.11	250.04	506.00	507.33	599.91	556.71	218.00	237.00	275.67	280.07	250.04	243.10	335.67	283.85	103.45	6.11	10.39	34.66	102.74	12.09	1.20	17.24	14.62	3.77	4.97	30.61	362.91	151.00	204.00	235.00	196.67	42.48	10.94	14.78	17.03	14.25	3.08	89.06	85.22	82.97	85.75	84063.00	107114.00	168720.00	119965.67	166.91	78.14	1673.09	256.79	702.75	63.77	341.10	105.72	86.43	121.54	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	816.13	668.55	748.47	408.35	389.82	386.92	466.56	305.95	399.80	662.00	622.00	625.00	299.00	310.00	300.00	312.43	259.41	276.32	625.00	636.33	744.38	748.47	300.00	303.00	395.03	389.82	276.32	282.72	390.77	399.80	73.88	22.28	11.63	6.08	80.68	27.09	3.50	9.92	2.01	2.94	9.58	20.65	441.38	169.00	314.00	257.00	246.67	73.05	12.25	22.75	18.62	17.87	5.29	87.75	77.25	81.38	82.13	137926.00	209924.00	192358.00	180069.33	312.32	230.16	872.95	252.46	417.40	117.70	262.52	428.08	235.59	315.38	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	615.64	638.95	564.39	316.90	324.95	302.96	304.75	322.76	267.54	561.00	585.00	519.00	297.00	296.00	293.00	250.11	268.81	222.16	561.00	555.00	606.33	615.64	296.00	295.33	314.94	316.90	250.11	247.03	298.35	304.75	38.14	33.41	11.12	2.08	28.16	23.48	6.02	6.29	0.70	3.53	9.50	9.44	310.99	374.00	244.00	461.00	359.67	109.21	27.10	17.68	33.41	26.06	7.91	72.90	82.32	66.59	73.94	230249.00	155904.00	260183.00	215445.33	427.64	452.96	218.15	266.53	173.86	565.39	335.26	71.36	99.07	105.76	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	801.14	812.56	811.68	569.68	408.49	432.05	369.61	421.43	392.87	798.00	786.00	806.00	309.00	304.00	307.00	366.47	394.86	387.19	798.00	796.67	808.46	811.68	307.00	306.67	470.07	432.05	387.19	382.84	394.64	392.87	6.35	10.07	87.06	2.52	25.95	14.69	1.26	0.79	0.82	18.52	3.84	6.58	501.79	755.00	849.00	633.00	745.67	108.30	54.71	61.52	45.87	54.03	7.85	45.29	38.48	54.13	45.97	604864.00	689865.00	513792.00	602840.33	157.31	542.02	205.83	1773.93	660.11	1208.23	1214.09	1996.42	186.81	205.52	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	684.20	672.20	706.78	383.83	388.68	371.58	309.80	292.97	347.24	630.00	622.00	634.00	308.00	302.00	308.00	255.60	242.76	274.45	630.00	628.67	687.73	684.20	308.00	306.00	381.37	383.83	255.60	257.60	316.67	309.80	17.56	6.11	8.81	3.46	27.78	15.94	0.97	2.55	1.13	2.31	6.19	8.77	381.73	521.00	442.00	425.00	462.67	51.23	37.75	32.03	30.80	33.53	3.71	62.25	67.97	69.20	66.47	356470.00	297114.00	300383.00	317989.00	175.28	155.68	259.12	920.86	831.78	569.53	774.06	148.38	141.68	149.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	antigen 036	MAGEA5	1	2	1	705.97	980.74	569.40	352.32	427.04	287.35	377.50	646.50	291.05	600.00	817.00	509.00	286.00	292.00	281.00	271.53	482.75	230.66	600.00	642.00	752.04	705.97	286.00	286.33	355.57	352.32	271.53	328.31	438.35	377.50	209.51	158.24	69.90	5.51	185.37	135.30	24.65	27.86	1.92	19.66	41.21	42.29	465.70	400.00	215.00	512.00	375.67	149.99	28.99	15.58	37.10	27.22	10.87	71.01	84.42	62.90	72.78	282387.00	210860.00	291531.00	261592.67	633.87	908.77	600.85	238.22	152.95	248.01	213.06	255.67	581.50	101.78	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	881.41	615.67	710.43	263.61	323.51	255.55	620.61	329.34	462.58	484.00	546.00	479.00	284.00	231.00	226.00	223.20	259.67	231.15	484.00	503.00	735.84	710.43	231.00	247.00	280.89	263.61	231.15	238.00	470.84	462.58	134.68	37.32	37.13	32.14	145.81	19.18	7.42	18.30	13.01	13.22	8.06	30.97	488.84	41.00	43.00	37.00	40.33	3.06	2.97	3.12	2.68	2.92	0.22	97.03	96.88	97.32	97.08	36138.00	26474.00	26286.00	29632.67	1220.07	187.75	1070.13	20.86	75.43	15.99	37.43	51.94	340.49	90.09	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
