	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1531.36	1571.33	1352.03	887.04	914.97	848.49	736.47	740.50	622.65	1243.00	1202.00	1132.00	351.00	622.00	411.00	448.11	371.17	402.62	1202.00	1192.33	1484.91	1531.36	411.00	461.33	883.50	887.04	402.62	407.30	699.87	736.47	116.80	56.13	33.38	142.34	66.91	38.68	4.71	7.87	30.85	3.78	9.50	9.56	1023.58	863.00	850.00	965.00	892.67	62.98	62.54	61.59	69.93	64.69	4.56	37.46	38.41	30.07	35.31	1321566.00	1335630.00	1304712.00	1320636.00	1147.96	2181.81	1108.52	553.66	288.49	542.04	461.39	858.71	723.40	954.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	924.18	1247.24	1126.77	578.80	741.99	780.63	396.88	607.73	448.64	827.00	977.00	1010.00	606.00	679.00	754.00	299.70	337.50	331.87	977.00	938.00	1099.39	1126.77	679.00	679.67	700.47	741.99	331.87	323.02	484.42	448.64	163.26	97.53	107.12	74.00	109.89	20.40	10.40	14.85	10.89	15.29	6.31	22.68	419.73	428.00	330.00	461.00	406.33	68.13	31.01	23.91	33.41	29.44	4.94	68.99	76.09	66.59	70.56	395550.00	411588.00	519439.00	442192.33	882.30	779.40	449.40	192.52	257.31	460.22	303.35	444.47	709.47	733.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	5609.68	5345.27	5473.92	3757.60	4441.18	3660.56	2216.78	1379.58	2278.02	5106.00	5032.00	5106.00	4594.00	4680.00	4158.00	1713.09	1066.30	1910.10	5106.00	5081.33	5476.29	5473.92	4594.00	4477.33	3953.11	3757.60	1713.09	1563.17	1958.12	2216.78	132.22	42.72	425.46	279.87	501.97	441.42	0.84	2.41	6.25	10.76	28.24	25.64	998.96	1360.00	1304.00	1342.00	1335.33	28.59	98.55	94.49	97.25	96.76	2.07	1.45	5.51	2.75	3.24	7629168.00	6970233.00	7346005.00	7315135.33	3089.53	1502.39	1739.59	975.82	1197.41	1757.37	1310.20	3576.56	4357.55	3906.82	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	964.60	656.17	646.00	378.80	296.04	304.29	653.35	407.93	381.64	643.00	521.00	517.00	209.00	192.00	186.00	331.76	272.76	252.64	521.00	560.33	755.59	656.17	192.00	195.67	326.38	304.29	272.76	285.72	480.97	407.93	181.08	71.62	45.59	11.93	149.86	41.12	12.78	23.96	6.10	13.97	14.39	31.16	559.92	455.00	650.00	556.00	553.67	97.52	32.97	47.10	40.29	40.12	7.07	67.03	52.90	59.71	59.88	438891.00	426509.00	359178.00	408192.67	675.12	608.83	1189.29	440.33	435.51	178.42	351.42	420.29	368.56	288.70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	770.64	611.66	673.01	363.75	311.54	298.43	444.28	318.72	388.32	627.00	595.00	615.00	194.00	188.00	196.00	300.64	302.06	330.31	615.00	612.33	685.10	673.01	194.00	192.67	324.57	311.54	302.06	311.01	383.78	388.32	80.18	16.17	34.56	4.16	62.90	16.73	2.64	11.70	2.16	10.65	5.38	16.39	492.44	432.00	651.00	606.00	563.00	115.66	31.30	47.17	43.91	40.80	8.38	68.70	52.83	56.09	59.20	332916.00	398191.00	407847.00	379651.33	526.71	263.93	322.11	364.39	786.16	730.58	627.04	352.77	211.45	190.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	640.66	562.42	767.38	297.79	275.91	330.77	357.26	299.90	491.42	609.00	520.00	606.00	191.00	184.00	190.00	325.61	257.48	330.03	606.00	578.33	656.82	640.66	190.00	188.33	301.49	297.79	325.61	304.37	382.86	357.26	103.43	50.54	27.62	3.79	98.29	40.67	8.74	15.75	2.01	9.16	13.36	25.67	468.49	652.00	873.00	726.00	750.33	112.49	47.25	63.26	52.61	54.37	8.15	52.75	36.74	47.39	45.63	417710.00	490994.00	557121.00	488608.33	448.46	139.98	1610.19	519.42	1870.32	221.57	870.44	190.10	174.67	452.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	738.86	756.91	728.63	338.50	353.25	360.25	414.39	418.60	395.84	687.00	711.00	702.00	195.00	180.00	177.00	362.52	372.68	369.21	702.00	700.00	741.47	738.86	180.00	184.00	350.67	353.25	369.21	368.14	409.61	414.39	14.32	12.12	11.10	9.64	12.11	5.16	1.73	1.93	5.24	3.17	1.40	2.96	557.47	729.00	989.00	810.00	842.67	133.04	52.83	71.67	58.70	61.06	9.64	47.17	28.33	41.30	38.94	538631.00	748588.00	590192.00	625803.67	317.70	912.40	807.80	950.85	453.74	396.91	600.50	220.06	268.06	304.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	1496.71	1221.97	1159.24	567.10	506.44	507.87	1024.34	768.07	704.77	1391.00	1083.00	1096.00	363.00	370.00	386.00	918.63	629.11	641.53	1096.00	1190.00	1292.64	1221.97	370.00	373.00	527.14	507.87	641.53	729.75	832.39	768.07	179.49	174.19	34.62	11.79	169.22	163.69	14.64	13.89	3.16	6.57	22.43	20.33	919.64	76.00	121.00	117.00	104.67	24.91	5.51	8.77	8.48	7.58	1.80	94.49	91.23	91.52	92.42	113750.00	147858.00	135631.00	132413.00	608.53	581.28	521.87	127.93	159.88	158.00	148.61	679.43	511.26	491.99	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	2708.16	1518.04	1107.47	806.40	596.75	521.89	2097.14	1030.31	613.34	1716.00	818.00	890.00	489.00	399.00	482.00	1104.98	330.27	395.88	890.00	1141.33	1777.89	1518.04	482.00	456.67	641.68	596.75	395.88	610.37	1246.93	1030.31	831.38	498.98	147.48	50.06	765.25	429.59	43.72	46.76	10.96	22.98	70.38	61.37	1321.22	268.00	572.00	463.00	434.33	154.01	19.42	41.45	33.55	31.47	11.16	80.58	58.55	66.45	68.53	725787.00	868321.00	512758.00	702288.67	5427.67	3270.44	1314.65	103.55	180.20	216.01	166.59	1691.74	689.02	330.78	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	827.48	969.96	997.22	454.39	496.68	598.56	443.22	542.14	444.02	710.00	793.00	919.00	297.00	355.00	492.00	325.73	365.18	365.80	793.00	807.33	931.55	969.96	355.00	381.33	516.55	496.68	365.18	352.24	476.46	444.02	91.15	105.23	74.11	100.13	56.88	22.95	13.03	9.79	26.26	14.35	6.52	11.94	550.22	697.00	454.00	666.00	605.67	132.26	50.51	32.90	48.26	43.89	9.58	49.49	67.10	51.74	56.11	576756.00	440360.00	664150.00	560422.00	784.60	570.28	800.57	393.73	431.60	369.38	398.24	567.17	511.94	452.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
