	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	917.62	580.50	599.09	90.02	79.46	85.51	828.51	501.14	515.75	687.00	777.00	553.00	85.00	81.00	78.00	597.90	697.64	469.66	687.00	672.33	699.07	599.09	81.00	81.33	85.00	85.51	597.90	588.40	615.13	515.75	189.50	112.72	5.30	3.51	184.94	114.29	16.77	27.11	4.32	6.23	19.42	30.06	617.74	13.00	2.00	11.00	8.67	5.86	0.94	0.14	0.80	0.63	0.42	99.06	99.86	99.20	99.37	11929.00	1161.00	6590.00	6560.00	664.45	277.89	266.86	16.21	3.61	21.26	13.69	21.42	19.00	25.88	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	605.20	2032.75	4610.00	82.93	73.82	84.64	523.41	1959.22	4531.57	704.00	2811.00	4610.00	82.00	74.00	76.00	622.21	2737.47	4531.57	2811.00	2708.33	2415.98	2032.75	76.00	77.33	80.46	82.93	2737.47	2630.42	2338.07	1959.22	2029.72	1955.02	5.82	4.16	2030.76	1956.88	72.19	84.01	5.38	7.23	74.39	86.86	2338.65	5.00	4.00	1.00	3.33	2.08	0.36	0.29	0.07	0.24	0.15	99.64	99.71	99.93	99.76	3026.00	8131.00	4610.00	5255.67	170.81	1755.43	0.00	15.32	4.46	<NO DATA>	6.60	16.85	12.39	58.00	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	1033.56	690.63	786.85	127.20	95.46	118.26	917.40	598.67	675.40	468.00	459.00	447.00	94.00	90.00	84.00	351.84	367.04	335.55	459.00	458.00	837.01	786.85	90.00	89.33	113.64	118.26	351.84	351.48	730.49	675.40	176.88	10.54	16.37	5.03	166.35	15.75	2.30	21.13	5.63	14.40	4.48	22.77	747.68	9.00	52.00	20.00	27.00	22.34	0.65	3.77	1.45	1.96	1.62	99.35	96.23	98.55	98.04	9302.00	35913.00	15737.00	20317.33	1503.97	765.38	939.45	5.49	40.67	14.38	20.18	80.77	23.28	68.58	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
4	antigen 007	COL6A1	1	1	4	10499.47	2202.70	2517.96	105.20	124.68	138.26	10401.36	2085.49	2397.11	964.00	727.00	724.00	96.00	105.00	97.00	865.89	609.79	603.14	727.00	805.00	5073.38	2517.96	97.00	99.33	122.71	124.68	609.79	692.94	4961.32	2397.11	4701.77	137.71	16.62	4.93	4713.79	149.82	17.11	92.68	4.97	13.54	21.62	95.01	4974.04	58.00	30.00	28.00	38.67	16.77	4.20	2.17	2.03	2.80	1.22	95.80	97.83	97.97	97.20	608969.00	66081.00	70503.00	248517.67	21078.06	4828.13	3713.55	28.62	12.96	18.07	19.88	59.98	61.49	161.14	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	4630.90	1628.30	579.00	138.70	147.62	287.98	4497.10	1488.54	392.32	754.00	398.00	431.00	107.00	114.00	173.00	620.20	258.24	244.32	431.00	527.67	2279.40	1628.30	114.00	131.33	191.43	147.62	258.24	374.25	2125.99	1488.54	2102.96	196.70	83.73	36.25	2125.34	213.11	37.28	92.26	27.60	43.74	56.94	99.97	2148.07	31.00	66.00	98.00	65.00	33.51	2.25	4.78	7.10	4.71	2.43	97.75	95.22	92.90	95.29	143558.00	107468.00	56742.00	102589.33	9079.07	4329.33	392.19	15.36	22.69	98.03	45.36	83.13	74.34	1305.25	0	0	3	3	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	1311.19	1284.04	1394.80	123.88	146.46	149.71	1190.29	1143.35	1257.06	365.00	397.00	401.00	107.00	112.00	106.00	244.10	256.31	263.26	397.00	387.67	1330.01	1311.19	107.00	108.33	140.02	146.46	256.31	254.56	1196.90	1190.29	57.73	19.73	14.07	3.21	57.14	9.70	5.09	4.34	2.97	10.05	3.81	4.77	1221.68	89.00	96.00	119.00	101.33	15.70	6.45	6.96	8.62	7.34	1.14	93.55	93.04	91.38	92.66	116696.00	123268.00	165981.00	135315.00	4698.12	5409.25	4206.15	22.55	20.29	35.56	26.13	40.47	68.33	109.24	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
7	antigen 032	MAGEA3	1	1	7	1890.27	710.73	785.97	142.11	207.59	163.37	1758.21	573.24	630.21	533.00	410.00	410.00	90.00	99.00	108.00	400.93	272.50	254.24	410.00	451.00	1128.99	785.97	99.00	99.00	171.02	163.37	272.50	309.23	987.22	630.21	660.36	71.01	33.41	9.00	668.30	79.95	15.75	58.49	9.09	19.53	25.85	67.70	1029.99	70.00	184.00	309.00	187.67	119.54	5.07	13.33	22.39	13.60	8.66	94.93	86.67	77.61	86.40	132319.00	130775.00	242866.00	168653.33	4370.07	1496.79	3345.48	28.16	70.47	58.21	52.28	109.11	559.53	96.41	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
8	antigen 112	SOX1	1	1	8	1661.73	1346.61	649.75	150.23	222.68	187.63	1534.51	1215.26	500.64	449.00	413.00	419.00	105.00	101.00	104.00	321.78	281.66	269.89	419.00	427.00	1219.36	1346.61	104.00	103.33	186.85	187.63	281.66	291.11	1083.47	1215.26	517.85	19.29	36.23	2.08	529.39	27.20	4.52	42.47	2.01	19.39	9.35	48.86	1116.03	90.00	84.00	138.00	104.00	29.60	6.52	6.09	10.00	7.54	2.14	93.48	93.91	90.00	92.46	149556.00	113115.00	89665.00	117445.33	5072.02	5297.80	1153.53	27.23	19.27	59.89	35.46	176.43	1266.25	322.89	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	3632.32	2177.92	1279.09	319.27	93.93	236.81	3547.75	2087.65	1181.54	1060.00	437.00	509.00	79.00	81.00	82.00	975.43	346.73	411.45	509.00	668.67	2363.11	2177.92	81.00	80.67	216.67	236.81	411.45	577.87	2272.31	2087.65	1187.49	340.81	114.01	1.53	1193.86	345.81	50.97	50.25	1.89	52.62	59.84	52.54	2282.44	25.00	13.00	22.00	20.00	6.24	1.81	0.94	1.59	1.45	0.45	98.19	99.06	98.41	98.55	90808.00	28313.00	28140.00	49087.00	8467.25	5447.59	2455.48	10.47	4.98	10.59	8.68	3571.35	39.65	2131.38	3	0	3	3	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	895.46	2159.21	1403.59	176.45	86.78	98.55	806.05	2074.65	1319.62	622.00	805.00	704.00	86.00	75.00	76.00	532.59	720.43	620.03	704.00	710.33	1486.09	1403.59	76.00	79.00	120.59	98.55	620.03	624.35	1400.10	1319.62	635.90	91.66	48.73	6.08	638.12	94.00	12.90	42.79	7.70	40.41	15.06	45.58	1407.09	13.00	14.00	17.00	14.67	2.08	0.94	1.01	1.23	1.06	0.15	99.06	98.99	98.77	98.94	11641.00	30229.00	23861.00	21910.33	832.04	5287.19	1877.77	12.59	5.49	11.95	10.01	1017.05	31.03	172.80	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
