	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	2064.11	2096.06	2054.09	345.94	476.71	465.40	1753.82	1707.02	1671.98	2227.00	2249.00	2193.00	206.00	212.00	203.00	1916.70	1859.96	1810.89	2227.00	2223.00	2071.42	2064.11	206.00	207.00	429.35	465.40	1859.96	1862.52	1710.94	1707.02	21.92	28.21	72.46	4.58	41.06	52.95	1.27	1.06	2.21	16.88	2.84	2.40	1864.42	952.00	878.00	890.00	906.67	39.72	68.99	63.62	64.49	65.70	2.88	31.01	36.38	35.51	34.30	1965036.00	1840341.00	1828142.00	1877839.67	831.03	605.13	591.19	2009.11	2476.77	2517.08	2334.32	290.52	591.58	589.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	2935.83	3318.58	2975.36	1574.74	1600.32	1569.88	1421.60	1756.07	1445.52	2916.00	3010.00	2985.00	1206.00	1115.00	893.00	1401.77	1447.49	1455.16	2985.00	2970.33	3076.59	2975.36	1115.00	1071.33	1581.65	1574.74	1447.49	1434.81	1541.06	1445.52	210.50	48.69	16.36	161.00	186.59	28.87	1.64	6.84	15.03	1.03	2.01	12.11	2005.26	1284.00	1240.00	1161.00	1228.33	62.32	93.04	89.86	84.13	89.01	4.52	6.96	10.14	15.87	10.99	3769608.00	4115038.00	3454393.00	3779679.67	381.96	1863.95	380.53	4778.83	1168.24	4410.28	3452.45	1229.21	1253.10	1348.65	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	2878.21	2882.29	2845.10	1488.42	1383.52	1426.38	1435.81	1561.46	1461.34	2825.00	2883.00	2806.00	879.00	535.00	794.00	1382.60	1562.18	1422.24	2825.00	2838.00	2868.53	2878.21	794.00	736.00	1432.78	1426.38	1422.24	1455.67	1486.21	1461.34	20.39	40.11	52.74	179.18	66.42	94.34	1.41	0.71	24.35	3.68	6.48	4.47	2132.53	1247.00	1199.00	1184.00	1210.00	32.91	90.36	86.88	85.80	87.68	2.38	9.64	13.12	14.20	12.32	3589128.00	3455860.00	3368601.00	3471196.33	473.93	407.51	383.99	3777.87	4594.21	4505.94	4292.67	1124.44	1160.29	1143.18	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	1240.06	798.51	718.49	607.12	492.55	413.45	722.54	367.14	312.43	874.00	718.00	625.00	501.00	396.00	387.00	356.49	286.63	218.94	718.00	739.00	919.02	798.51	396.00	428.00	504.37	492.55	286.63	287.35	467.37	367.14	280.89	125.82	97.38	63.38	222.67	68.78	17.03	30.56	14.81	19.31	23.93	47.64	491.02	199.00	270.00	247.00	238.67	36.23	14.42	19.57	17.90	17.29	2.63	85.58	80.43	82.10	82.71	246771.00	215598.00	177467.00	213278.67	1498.64	434.44	309.77	95.94	228.17	249.12	191.08	633.73	461.72	104.10	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	1446.60	1598.10	1607.89	850.10	945.47	864.22	656.50	738.09	826.77	1264.00	1281.00	1140.00	613.00	792.00	721.00	473.90	420.99	358.88	1264.00	1228.33	1550.86	1598.10	721.00	708.67	886.59	864.22	420.99	417.92	740.45	738.09	90.42	76.97	51.47	90.14	85.16	57.57	6.27	5.83	12.72	5.81	13.78	11.50	842.19	698.00	503.00	418.00	539.67	143.56	50.58	36.45	30.29	39.11	10.40	49.42	63.55	69.71	60.89	1009727.00	803843.00	672096.00	828555.33	1135.90	1403.93	1723.21	403.41	264.44	200.55	289.47	577.54	821.81	699.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	2146.00	1782.25	1712.28	589.17	680.80	815.45	1648.58	1282.46	1148.69	820.00	845.00	881.00	485.00	405.00	400.00	322.58	345.21	317.40	845.00	848.67	1880.18	1782.25	405.00	430.00	695.14	680.80	322.58	328.40	1359.91	1282.46	232.85	30.66	113.82	47.70	258.79	14.79	3.61	12.38	11.09	16.37	4.50	19.03	1450.18	513.00	474.00	444.00	477.00	34.60	37.17	34.35	32.17	34.57	2.51	62.83	65.65	67.83	65.43	1100897.00	844786.00	760254.00	901979.00	6767.73	5813.70	3766.19	124.96	104.56	135.42	121.65	610.97	973.64	2090.57	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	1045.46	796.84	826.91	448.12	443.95	473.65	612.70	366.76	369.55	736.00	740.00	797.00	388.00	410.00	410.00	303.24	309.92	339.64	740.00	757.67	889.74	826.91	410.00	402.67	455.24	448.12	309.92	317.60	449.67	369.55	135.70	34.12	16.08	12.70	141.19	19.38	4.50	15.25	3.15	3.53	6.10	31.40	487.07	446.00	598.00	560.00	534.67	79.10	32.32	43.33	40.58	38.74	5.73	67.68	56.67	59.42	61.26	466275.00	476509.00	463071.00	468618.33	1451.47	162.71	251.51	188.27	1347.89	822.83	786.33	205.38	177.93	201.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	716.00	706.68	701.81	360.14	367.06	421.11	361.10	346.19	288.33	626.00	614.00	631.00	306.00	360.00	403.00	271.10	253.51	217.52	626.00	623.67	708.17	706.68	360.00	356.33	382.77	367.06	253.51	247.38	331.87	346.19	7.21	8.74	33.38	48.60	38.44	27.31	1.40	1.02	13.64	8.72	11.04	11.58	351.83	203.00	200.00	128.00	177.00	42.46	14.71	14.49	9.28	12.83	3.08	85.29	85.51	90.72	87.17	145349.00	141336.00	89832.00	125505.67	312.98	347.14	266.56	234.21	199.45	138.46	190.71	109.88	97.97	124.62	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	558.05	674.84	569.52	282.20	259.54	267.51	282.81	421.62	311.25	511.00	505.00	516.00	206.00	205.00	207.00	235.76	251.78	257.73	511.00	510.67	600.80	569.52	206.00	206.00	269.75	267.51	251.78	248.42	338.56	311.25	64.38	5.51	11.50	1.00	73.32	11.36	1.08	10.71	0.49	4.26	4.57	21.66	394.80	284.00	124.00	219.00	209.00	80.47	20.58	8.99	15.87	15.14	5.83	79.42	91.01	84.13	84.86	158485.00	83680.00	124724.00	122296.33	292.10	1023.49	368.76	274.97	51.08	184.85	170.30	119.53	105.76	143.06	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	1107.91	814.78	658.28	355.32	382.04	320.10	756.82	476.65	346.07	673.00	595.00	537.00	327.00	304.00	297.00	321.91	256.87	224.79	595.00	601.67	860.32	814.78	304.00	309.33	352.48	355.32	256.87	267.86	526.51	476.65	228.25	68.24	31.07	15.70	209.87	49.49	11.34	26.53	5.07	8.81	18.48	39.86	550.99	77.00	36.00	158.00	90.33	62.08	5.58	2.61	11.45	6.55	4.50	94.42	97.39	88.55	93.45	85309.00	29332.00	104009.00	72883.33	1040.45	784.53	592.54	56.01	21.87	92.28	56.72	66.24	304.08	83.47	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
