	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1248.69	1315.20	1369.44	482.48	516.48	510.68	849.43	840.22	900.07	1280.00	1290.00	1390.00	193.00	187.00	195.00	880.75	815.02	920.64	1290.00	1320.00	1311.11	1315.20	193.00	191.67	503.22	510.68	880.75	872.13	863.24	849.43	60.48	60.83	18.19	4.16	32.23	53.33	4.61	4.61	2.17	3.61	6.12	3.73	1119.44	1154.00	1121.00	1108.00	1127.67	23.71	83.62	81.23	80.29	81.71	1.72	16.38	18.77	19.71	18.29	1440984.00	1474342.00	1517337.00	1477554.33	227.10	243.69	267.38	4316.31	3865.09	3729.88	3970.43	959.34	524.39	525.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1585.80	1738.29	1779.51	312.80	414.55	468.34	1294.77	1352.15	1347.58	1591.00	1780.00	1790.00	200.00	204.00	191.00	1299.97	1393.86	1358.07	1780.00	1720.33	1701.20	1738.29	200.00	198.33	398.57	414.55	1358.07	1350.63	1331.50	1347.58	102.04	112.12	78.99	6.66	31.89	47.38	6.52	6.00	3.36	19.82	3.51	2.40	1502.87	1233.00	1241.00	1161.00	1211.67	44.06	89.35	89.93	84.13	87.80	3.19	10.65	10.07	15.87	12.20	1955291.00	2157215.00	2066015.00	2059507.00	342.09	346.33	346.14	4666.77	4845.19	4519.94	4677.30	226.90	332.57	440.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	1587.06	1776.08	1747.35	525.68	274.23	406.44	1223.76	1521.75	1371.35	1597.00	1769.00	1784.00	189.00	183.00	196.00	1233.70	1514.67	1408.00	1769.00	1716.67	1703.50	1747.35	189.00	189.33	402.12	406.44	1408.00	1385.45	1372.28	1371.35	101.86	103.91	125.78	6.51	149.00	141.83	6.05	5.98	3.44	31.28	10.24	10.86	1514.16	1177.00	1215.00	1145.00	1179.00	35.04	85.29	88.04	82.97	85.43	2.54	14.71	11.96	17.03	14.57	1867968.00	2157938.00	2000717.00	2008874.33	352.13	1758.79	422.95	4090.39	1051.25	3712.50	2951.38	909.01	211.17	349.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	1184.35	793.96	453.28	167.52	161.65	184.79	1019.13	633.45	268.90	552.00	403.00	411.00	181.00	152.00	188.00	386.78	242.49	226.62	411.00	455.33	810.53	793.96	181.00	173.67	171.32	167.52	242.49	285.30	640.50	633.45	365.82	83.81	12.03	19.09	375.16	88.24	18.41	45.13	10.99	7.02	30.93	58.57	636.86	17.00	47.00	60.00	41.33	22.05	1.23	3.41	4.35	3.00	1.60	98.77	96.59	95.65	97.00	20134.00	37316.00	27197.00	28215.67	2445.75	1287.32	104.79	7.08	23.13	153.96	61.39	38.29	36.22	27.27	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	587.10	612.35	584.29	319.31	249.39	303.76	324.28	379.74	294.28	521.00	529.00	518.00	194.00	191.00	212.00	258.18	296.39	228.00	521.00	522.67	594.58	587.10	194.00	199.00	290.82	303.76	258.18	260.85	332.77	324.28	15.45	5.69	36.71	11.36	43.35	34.27	1.09	2.60	5.71	12.62	13.14	13.03	395.58	515.00	459.00	436.00	470.00	40.63	37.32	33.26	31.59	34.06	2.94	62.68	66.74	68.41	65.94	302359.00	281068.00	254749.00	279392.00	283.60	1019.80	287.85	588.87	170.91	445.75	401.85	456.65	172.30	153.30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	519.31	552.69	583.78	246.47	219.93	278.73	325.39	339.70	316.51	496.00	518.00	515.00	190.00	193.00	270.00	302.07	305.02	247.73	515.00	509.67	551.93	552.69	193.00	217.67	248.37	246.47	302.07	284.94	327.20	325.39	32.24	11.93	29.45	45.35	11.70	32.26	2.34	5.84	20.83	11.86	11.32	3.58	334.26	470.00	447.00	683.00	533.33	130.12	34.06	32.39	49.49	38.65	9.43	65.94	67.61	50.51	61.35	244078.00	247052.00	398720.00	296616.67	242.81	142.60	511.21	629.86	1064.85	422.88	705.86	791.10	72.15	106.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	759.64	636.95	674.07	382.64	212.72	323.55	502.31	446.54	360.86	522.00	515.00	628.00	198.00	190.00	302.00	264.66	324.59	314.79	522.00	555.00	690.22	674.07	198.00	230.00	306.30	323.55	314.79	301.35	436.57	446.54	62.92	63.32	86.26	62.48	71.25	32.15	11.41	9.12	27.17	28.16	10.67	16.32	460.22	537.00	691.00	325.00	517.67	183.76	38.91	50.07	23.55	37.51	13.32	61.09	49.93	76.45	62.49	407928.00	440132.00	219072.00	355710.67	2522.06	1268.25	412.84	106.95	243.29	284.08	211.44	1314.17	183.96	139.74	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	563.84	769.71	1047.85	225.73	282.07	383.25	345.50	518.46	726.39	455.00	528.00	617.00	194.00	204.00	310.00	236.66	276.75	295.54	528.00	533.33	793.80	769.71	204.00	236.00	297.02	282.07	276.75	269.65	530.12	518.46	242.90	81.13	79.81	64.28	190.71	30.08	15.21	30.60	27.24	26.87	11.15	35.98	557.80	146.00	343.00	236.00	241.67	98.62	10.58	24.86	17.10	17.51	7.15	89.42	75.14	82.90	82.49	82321.00	264010.00	247293.00	197874.67	585.11	1413.48	1244.09	86.21	125.81	137.79	116.61	89.07	292.05	671.02	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	445.80	429.14	464.69	179.01	183.66	183.09	267.57	249.82	281.50	406.00	408.00	407.00	184.00	183.00	186.00	227.77	228.68	223.81	407.00	407.00	446.54	445.80	184.00	184.33	181.92	183.09	227.77	226.76	266.30	267.57	17.79	1.00	2.53	1.53	15.88	2.59	0.25	3.98	0.83	1.39	1.14	5.96	262.21	682.00	728.00	784.00	731.33	51.08	49.42	52.75	56.81	53.00	3.70	50.58	47.25	43.19	47.00	304035.00	312415.00	364317.00	326922.33	228.35	99.86	198.45	799.13	1821.16	1112.13	1244.14	28.09	43.99	23.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	943.17	2678.32	597.29	209.93	225.68	206.72	738.75	2460.08	394.30	564.00	462.00	415.00	191.00	197.00	195.00	359.59	243.75	212.01	462.00	480.33	1406.26	943.17	195.00	194.33	214.11	209.93	243.75	271.78	1197.71	738.75	1115.13	76.17	10.14	3.06	1106.72	77.68	15.86	79.30	1.57	4.74	28.58	92.40	1211.93	30.00	28.00	69.00	42.33	23.12	2.17	2.03	5.00	3.07	1.68	97.83	97.97	95.00	96.93	28295.00	74993.00	41213.00	48167.00	954.22	6572.92	506.40	23.23	10.48	53.73	29.14	58.03	86.10	60.39	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
