	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1255.43	1142.20	1853.73	887.78	809.73	1268.62	412.68	367.99	585.30	1142.00	1113.00	1559.00	971.00	868.00	1268.00	299.25	338.79	290.57	1142.00	1271.33	1417.12	1255.43	971.00	1035.67	988.71	887.78	299.25	309.54	455.32	412.68	382.33	249.55	245.53	207.69	114.76	25.70	19.63	26.98	20.05	24.83	8.30	25.20	381.45	404.00	797.00	111.00	437.33	344.21	29.28	57.75	8.04	31.69	24.94	70.72	42.25	91.96	68.31	507194.00	910330.00	205764.00	541096.00	362.66	247.02	822.72	459.73	1187.31	78.97	575.34	661.44	559.36	427.93	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1051.63	935.50	951.51	664.76	675.63	665.86	393.41	280.81	311.77	912.00	908.00	923.00	676.00	703.00	660.00	253.77	253.31	283.25	912.00	914.33	979.55	951.51	676.00	679.67	668.75	665.86	253.77	263.45	328.66	311.77	62.94	7.77	5.99	21.73	58.17	17.16	0.85	6.43	3.20	0.90	6.51	17.70	299.88	79.00	62.00	176.00	105.67	61.50	5.72	4.49	12.75	7.66	4.46	94.28	95.51	87.25	92.34	83079.00	58001.00	167466.00	102848.67	589.43	102.03	119.24	52.73	170.64	460.16	227.84	220.91	292.68	316.91	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	6140.40	5839.50	5192.29	5304.78	5235.41	4002.97	904.61	744.03	1348.45	5786.00	5616.00	4915.00	5135.00	5105.00	4440.00	550.21	520.53	1071.16	5616.00	5439.00	5724.06	5839.50	5105.00	4893.33	4847.72	5235.41	550.21	713.97	999.03	904.61	484.48	461.69	732.40	392.88	313.07	309.69	8.49	8.46	8.03	15.11	43.38	31.34	830.73	167.00	298.00	1304.00	589.67	622.09	12.10	21.59	94.49	42.73	45.08	87.90	78.41	5.51	57.27	1025446.00	1740171.00	6770740.00	3178785.67	1149.19	820.18	1081.68	131.46	270.33	1625.59	675.79	2926.87	3137.01	2985.66	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	907.66	921.77	784.94	281.68	287.72	299.06	627.09	649.41	501.17	781.00	649.00	721.00	287.00	286.00	297.00	500.44	376.64	437.23	721.00	717.00	871.46	907.66	287.00	290.00	289.49	287.72	437.23	438.10	592.56	627.09	75.25	66.09	8.82	6.08	79.92	61.90	9.22	8.64	2.10	3.05	14.13	13.49	581.46	29.00	52.00	17.00	32.67	17.79	2.10	3.77	1.23	2.37	1.29	97.90	96.23	98.77	97.63	26322.00	47932.00	13344.00	29199.33	429.14	878.18	210.12	42.38	38.45	40.55	40.46	41.06	120.42	132.15	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	1178.29	921.31	654.60	338.12	284.32	288.02	867.41	640.57	373.51	957.00	619.00	647.00	298.00	290.00	291.00	646.12	338.25	365.91	647.00	741.00	918.07	921.31	291.00	293.00	303.49	288.02	365.91	450.09	627.16	640.57	261.86	187.58	30.05	4.36	247.22	170.33	25.32	28.52	1.49	9.90	37.84	39.42	625.07	21.00	16.00	5.00	14.00	8.19	1.52	1.16	0.36	1.01	0.59	98.48	98.84	99.64	98.99	24744.00	14741.00	3273.00	14252.67	615.36	816.64	113.09	29.60	12.55	16.51	19.56	188.22	67.66	86.69	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	870.79	859.03	606.66	363.32	324.78	280.46	544.63	557.76	329.29	758.00	821.00	508.00	295.00	295.00	288.00	431.84	519.73	230.63	758.00	695.67	778.83	859.03	295.00	292.67	322.85	324.78	431.84	394.07	477.23	544.63	149.22	165.55	41.47	4.04	128.28	148.20	23.80	19.16	1.38	12.84	37.61	26.88	486.16	106.00	30.00	68.00	68.00	38.00	7.68	2.17	4.93	4.93	2.75	92.32	97.83	95.07	95.07	92304.00	25771.00	41253.00	53109.33	356.59	263.30	611.47	161.90	63.55	36.62	87.36	249.48	188.37	55.05	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
7	antigen 032	MAGEA3	1	1	7	859.13	737.36	1203.15	413.81	382.21	428.28	471.19	386.50	801.65	631.00	614.00	897.00	373.00	303.00	378.00	243.07	263.14	495.50	631.00	714.00	933.21	859.13	373.00	351.33	408.10	413.81	263.14	333.90	553.11	471.19	241.57	158.71	23.56	41.93	219.36	140.30	22.23	25.89	11.94	5.77	42.02	39.66	581.88	315.00	290.00	212.00	272.33	53.72	22.83	21.01	15.36	19.73	3.89	77.17	78.99	84.64	80.27	270625.00	213833.00	255068.00	246508.67	594.87	353.29	943.83	249.51	317.26	180.06	248.95	204.39	198.18	213.45	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	994.50	1014.18	1008.07	473.75	472.61	466.15	555.38	600.52	609.78	939.00	936.00	934.00	393.00	381.00	377.00	499.88	522.34	535.71	936.00	936.33	1005.58	1008.07	381.00	383.67	470.84	472.61	522.34	519.31	588.56	600.52	10.07	2.52	4.10	8.33	29.10	18.10	0.27	1.00	2.17	0.87	3.49	4.94	621.91	195.00	146.00	131.00	157.33	33.47	14.13	10.58	9.49	11.40	2.43	85.87	89.42	90.51	88.60	193927.00	148070.00	132057.00	158018.00	309.24	819.15	242.44	350.21	107.03	329.49	262.25	252.89	444.52	501.62	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	556.08	635.71	791.80	306.02	369.37	527.01	255.60	289.65	418.00	513.00	598.00	612.00	285.00	295.00	307.00	212.52	251.94	238.20	598.00	574.33	661.20	635.71	295.00	295.67	400.80	369.37	238.20	234.22	321.08	289.65	119.91	53.58	113.80	11.02	85.64	20.01	9.33	18.13	3.73	28.39	8.54	26.67	365.53	552.00	334.00	320.00	402.00	130.09	40.00	24.20	23.19	29.13	9.43	60.00	75.80	76.81	70.87	306958.00	212327.00	253375.00	257553.33	192.11	295.55	1190.27	734.43	327.33	112.38	391.38	83.10	261.88	1185.26	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	883.89	1141.77	1616.75	278.09	297.78	324.68	605.25	848.61	1314.31	649.00	986.00	1304.00	289.00	295.00	299.00	370.36	692.84	1001.56	986.00	979.67	1214.14	1141.77	295.00	294.33	300.18	297.78	692.84	688.25	922.72	848.61	371.75	327.55	23.39	5.03	360.29	315.62	33.43	30.62	1.71	7.79	45.86	39.05	919.80	18.00	13.00	28.00	19.67	7.64	1.30	0.94	2.03	1.43	0.55	98.70	99.06	97.97	98.57	15910.00	14843.00	45269.00	25340.67	553.65	345.67	904.67	19.68	31.91	40.68	30.76	32.05	50.12	198.02	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
