	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1377.68	1320.87	1269.42	560.93	514.89	466.94	859.61	843.16	840.87	1393.00	1298.00	1277.00	204.00	170.00	109.00	874.93	820.29	848.45	1298.00	1322.67	1322.66	1320.87	170.00	161.00	514.25	514.89	848.45	847.89	847.88	843.16	54.15	61.81	47.00	48.14	10.22	27.32	4.67	4.09	29.90	9.14	3.22	1.21	1161.66	1036.00	1070.00	1065.00	1057.00	18.36	75.07	77.54	77.17	76.59	1.33	24.93	22.46	22.83	23.41	1427276.00	1413328.00	1351932.00	1397512.00	266.79	314.10	220.89	3338.01	2872.28	4054.13	3421.48	612.90	548.45	516.30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1871.49	1812.06	1787.67	599.81	601.24	595.78	1326.50	1268.86	1239.95	1905.00	1846.00	1792.00	115.00	182.00	111.00	1360.01	1302.80	1244.29	1846.00	1847.67	1823.74	1812.06	115.00	136.00	598.94	599.81	1302.80	1302.36	1278.44	1268.86	43.12	56.52	2.83	39.89	44.06	57.86	3.06	2.36	29.33	0.47	4.44	3.45	1687.74	1091.00	1128.00	1076.00	1098.33	26.76	79.06	81.74	77.97	79.59	1.94	20.94	18.26	22.03	20.41	2041801.00	2044009.00	1923532.00	2003114.00	406.67	377.09	320.47	3558.69	3795.54	4163.29	3839.17	709.25	673.31	673.70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	1853.74	1777.55	1743.91	438.19	390.85	497.43	1455.44	1430.28	1305.63	1890.00	1824.00	1787.00	122.00	119.00	112.00	1491.71	1476.73	1348.73	1824.00	1833.67	1791.73	1777.55	119.00	117.67	442.15	438.19	1476.73	1439.05	1397.12	1430.28	56.27	52.18	53.40	5.13	80.22	78.58	2.85	3.14	4.36	12.08	5.46	5.74	1674.06	1110.00	1125.00	1042.00	1092.33	44.23	80.43	81.52	75.51	79.15	3.21	19.57	18.48	24.49	20.85	2057647.00	1999742.00	1817151.00	1958180.00	442.30	455.37	387.89	3652.61	3533.51	3507.36	3564.50	470.33	429.12	599.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	990.14	1512.00	365.00	166.88	128.66	115.32	825.41	1385.13	253.13	775.00	544.00	377.00	187.00	113.00	108.00	610.27	417.13	265.13	544.00	565.33	955.71	990.14	113.00	136.00	136.96	128.66	417.13	430.84	821.22	825.41	574.27	199.86	26.76	44.24	566.01	172.98	35.35	60.09	32.53	19.54	40.15	68.92	819.71	7.00	4.00	3.00	4.67	2.08	0.51	0.29	0.22	0.34	0.15	99.49	99.71	99.78	99.66	6931.00	6048.00	1095.00	4691.33	615.71	2218.21	28.93	9.38	2.50	26.25	12.71	46.30	34.11	28.78	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	1242.64	653.25	798.75	290.69	163.08	167.80	997.08	494.69	634.10	563.00	634.00	667.00	198.00	122.00	189.00	317.44	475.44	502.35	634.00	621.33	898.21	798.75	189.00	169.67	207.19	167.80	475.44	431.74	708.62	634.10	307.02	53.14	72.35	41.53	259.35	99.90	8.55	34.18	24.47	34.92	23.14	36.60	728.55	328.00	12.00	4.00	114.67	184.80	23.77	0.87	0.29	8.31	13.39	76.23	99.13	99.71	91.69	407585.00	7839.00	3195.00	139539.67	5102.53	236.04	442.69	64.09	25.15	5.73	31.66	317.61	65.87	64.01	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	1519.29	5168.11	13582.14	249.65	1308.60	1571.16	1299.49	4864.04	13239.03	841.00	1355.00	1764.00	195.00	194.00	209.00	621.20	1050.94	1420.88	1355.00	1320.00	6756.51	5168.11	195.00	199.33	1043.14	1308.60	1050.94	1031.01	6467.52	4864.04	6186.31	462.49	699.61	8.39	6129.15	400.21	35.04	91.56	4.21	67.07	38.82	94.77	6557.18	166.00	28.00	35.00	76.33	77.73	12.03	2.03	2.54	5.53	5.63	87.97	97.97	97.46	94.47	252202.00	144707.00	475375.00	290761.33	3977.51	12081.58	21182.62	54.23	11.27	21.87	29.13	200.04	5713.90	7464.59	0	3	3	3	3	3	0	0	0	0	0	0	0	0	3	3
7	antigen 032	MAGEA3	1	1	7	2033.01	1261.86	942.77	304.50	493.22	311.41	1808.34	1043.74	693.42	639.00	668.00	617.00	193.00	194.00	202.00	414.33	449.88	367.65	639.00	641.33	1412.55	1261.86	194.00	196.33	369.71	311.41	414.33	410.62	1181.83	1043.74	560.52	25.58	107.02	4.93	570.14	41.24	3.99	39.68	2.51	28.95	10.04	48.24	1216.21	134.00	95.00	215.00	148.00	61.21	9.71	6.88	15.58	10.72	4.44	90.29	93.12	84.42	89.28	272423.00	119877.00	202696.00	198332.00	5091.98	2174.70	1423.80	47.59	45.60	104.71	65.96	786.53	3909.09	590.26	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
8	antigen 112	SOX1	1	1	8	515.09	1183.13	488.19	239.01	371.11	218.25	306.02	913.84	277.08	452.00	792.00	430.00	192.00	198.00	196.00	242.93	522.70	218.89	452.00	558.00	728.80	515.09	196.00	195.33	276.12	239.01	242.93	328.17	498.98	306.02	393.69	202.95	82.91	3.06	359.57	168.90	36.37	54.02	1.56	30.03	51.47	72.06	533.47	11.00	53.00	42.00	35.33	21.78	0.80	3.84	3.04	2.56	1.58	99.20	96.16	96.96	97.44	5666.00	62706.00	20504.00	29625.33	147.98	1711.30	153.63	22.75	28.30	75.75	42.27	199.26	723.77	75.54	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	1536.50	591.67	560.82	125.09	104.41	119.25	1413.11	489.85	455.64	610.00	402.00	441.00	112.00	98.00	104.00	486.61	300.18	335.82	441.00	484.33	896.33	591.67	104.00	104.67	116.25	119.25	335.82	374.20	786.20	489.85	554.62	110.56	10.66	7.02	543.19	98.96	22.83	61.88	6.71	9.17	26.45	69.09	791.66	16.00	3.00	17.00	12.00	7.81	1.16	0.22	1.23	0.87	0.57	98.84	99.78	98.77	99.13	24584.00	1775.00	9534.00	11964.33	1764.13	376.25	373.79	12.82	3.91	20.72	12.48	36.99	20.95	200.78	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
10	antigen 040	MART-1	1	2	2	1634.25	0.00	374.00	119.05	147.06	111.55	1519.61	0.00	264.74	470.00	0.00	340.00	100.00	119.00	106.00	355.36	0.00	230.74	340.00	270.00	669.42	374.00	106.00	108.33	125.89	119.05	230.74	195.37	594.79	264.74	856.24	242.69	18.71	9.71	811.79	180.30	89.89	127.91	8.97	14.87	92.29	136.48	561.08	8.00	0.00	9.00	5.67	4.93	0.58	0.00	0.65	0.41	0.36	99.42	100.00	99.35	99.59	13074.00	0.00	3366.00	5480.00	3217.24	0.00	72.85	3.78	<NO DATA>	32.71	12.16	44.98	157.48	20.98	0	0	0	3	3	3	1	3	0	0	3	0	0	0	3	3
