	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1336.62	1411.42	1456.70	723.40	844.90	810.38	687.47	685.83	737.15	1106.00	1198.00	1188.00	277.00	322.00	384.00	456.85	472.41	468.46	1188.00	1164.00	1401.58	1411.42	322.00	327.67	792.89	810.38	468.46	465.90	703.48	687.47	60.64	50.48	62.61	53.72	29.17	8.09	4.34	4.33	16.40	7.90	1.74	4.15	1073.91	1005.00	997.00	994.00	998.67	5.69	72.83	72.25	72.03	72.37	0.41	27.17	27.75	27.97	27.63	1343302.00	1407183.00	1447956.00	1399480.33	680.80	1628.98	1436.75	1014.84	419.75	509.99	648.20	707.35	961.12	806.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1504.34	1509.05	1568.89	731.59	733.15	759.33	803.34	805.31	834.49	1469.00	1482.00	1505.00	276.00	215.00	211.00	768.00	778.26	770.59	1482.00	1485.33	1527.43	1509.05	215.00	234.00	741.36	733.15	770.59	772.28	814.38	805.31	35.99	18.23	15.59	36.43	17.44	5.33	1.23	2.36	15.57	2.10	0.69	2.14	1293.43	1125.00	1129.00	1089.00	1114.33	22.03	81.52	81.81	78.91	80.75	1.60	18.48	18.19	21.09	19.25	1692377.00	1703721.00	1708526.00	1701541.33	425.83	449.23	620.11	2122.31	2023.89	1465.48	1870.56	605.40	614.97	641.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	5083.56	5240.25	5366.74	2447.07	2616.58	2571.71	3045.41	3040.47	3191.30	4618.00	4583.00	4794.00	224.00	218.00	206.00	2579.85	2383.21	2618.56	4618.00	4665.00	5230.18	5240.25	218.00	216.00	2545.12	2571.71	2579.85	2527.21	3092.39	3045.41	141.86	113.08	87.83	9.17	85.69	126.19	2.42	2.71	4.24	3.45	4.99	2.77	5014.18	1167.00	1218.00	1168.00	1184.33	29.16	84.57	88.26	84.64	85.82	2.11	15.43	11.74	15.36	14.18	5932513.00	6382626.00	6268352.00	6194497.00	2742.79	3306.52	2955.48	1295.76	1120.00	1261.20	1225.65	3295.25	3381.72	3246.09	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	544.24	608.67	626.24	293.26	283.76	302.52	271.48	336.71	333.63	508.00	606.00	614.00	201.00	207.00	210.00	235.24	334.04	321.39	606.00	576.00	593.05	608.67	207.00	206.00	293.18	293.26	321.39	296.89	313.94	333.63	43.17	59.03	9.38	4.58	36.80	53.76	10.25	7.28	2.22	3.20	18.11	11.72	387.05	659.00	657.00	394.00	570.00	152.42	47.75	47.61	28.55	41.30	11.05	52.25	52.39	71.45	58.70	358655.00	399895.00	246737.00	335095.67	84.08	265.53	141.60	2127.75	833.11	928.34	1296.40	186.24	142.03	151.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	744.34	693.34	779.59	415.10	375.50	431.03	339.13	328.79	358.12	715.00	694.00	723.00	299.00	294.00	312.00	309.79	329.45	301.53	715.00	710.67	739.09	744.34	299.00	301.67	407.21	415.10	309.79	313.59	342.01	339.13	43.36	14.98	28.59	9.29	14.88	14.34	2.11	5.87	3.08	7.02	4.57	4.35	437.42	378.00	757.00	359.00	498.00	224.50	27.39	54.86	26.01	36.09	16.27	72.61	45.14	73.99	63.91	281360.00	524860.00	279873.00	362031.00	75.50	104.52	152.02	1697.97	2381.37	845.71	1641.68	216.09	184.55	209.40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	676.18	681.08	758.73	349.85	350.12	394.01	338.61	341.87	380.35	676.00	684.00	716.00	299.00	294.00	293.00	338.43	344.79	337.62	684.00	692.00	705.33	681.08	294.00	295.33	364.66	350.12	338.43	340.28	353.61	341.87	46.31	21.17	25.42	3.21	23.22	3.92	3.06	6.57	1.09	6.97	1.15	6.57	410.00	706.00	712.00	525.00	647.67	106.27	51.16	51.59	38.04	46.93	7.70	48.84	48.41	61.96	53.07	477385.00	484932.00	398333.00	453550.00	156.82	113.82	268.65	1524.40	2138.49	743.28	1468.72	145.36	153.42	199.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	959.02	1023.29	1075.49	539.74	618.60	619.04	445.68	456.63	475.44	893.00	984.00	1074.00	388.00	469.00	491.00	379.66	417.34	473.95	984.00	983.67	1019.27	1023.29	469.00	449.33	592.46	618.60	417.34	423.65	459.25	456.63	58.34	90.50	45.65	54.24	15.05	47.46	9.20	5.72	12.07	7.71	11.20	3.28	569.93	717.00	883.00	765.00	788.33	85.42	51.96	63.99	55.43	57.13	6.19	48.04	36.01	44.57	42.87	687619.00	903565.00	822749.00	804644.33	351.28	213.32	204.07	909.68	1890.15	1782.24	1527.36	362.70	671.77	330.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	715.50	823.19	1015.35	439.18	624.19	608.08	318.45	376.92	567.20	687.00	742.00	737.00	311.00	314.00	309.00	289.95	295.73	288.84	737.00	722.00	851.35	823.19	311.00	311.33	557.15	608.08	289.95	291.51	420.85	376.92	151.90	30.41	102.48	2.52	130.07	3.70	4.21	17.84	0.81	18.39	1.27	30.91	540.01	256.00	141.00	153.00	183.33	63.22	18.55	10.22	11.09	13.29	4.58	81.45	89.78	88.91	86.71	183168.00	116070.00	155349.00	151529.00	185.48	379.76	1011.50	439.52	139.94	85.79	221.75	333.46	959.18	901.34	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	900.71	894.79	957.49	342.56	380.88	420.64	573.04	569.99	586.37	692.00	689.00	735.00	224.00	229.00	320.00	364.33	364.19	363.88	692.00	705.33	917.66	900.71	229.00	257.67	381.36	380.88	364.19	364.13	576.46	573.04	34.62	25.74	39.04	54.04	8.71	0.23	3.65	3.77	20.97	10.24	0.06	1.51	660.00	251.00	408.00	666.00	441.67	209.54	18.19	29.57	48.26	32.00	15.18	81.81	70.43	51.74	68.00	226077.00	365076.00	637688.00	409613.67	613.77	630.54	653.37	234.34	368.82	597.70	400.29	185.67	382.46	355.40	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	527.50	1214.30	536.96	303.63	282.53	284.04	231.47	941.10	262.10	512.00	499.00	511.00	233.00	215.00	213.00	215.96	225.80	236.14	511.00	507.33	759.59	536.96	215.00	220.33	290.07	284.04	225.80	225.97	478.22	262.10	393.82	7.23	11.77	11.02	401.15	10.09	1.43	51.85	5.00	4.06	4.47	83.88	539.25	333.00	391.00	435.00	386.33	51.16	24.13	28.33	31.52	28.00	3.71	75.87	71.67	68.48	72.00	175659.00	474790.00	233578.00	294675.67	58.25	6100.66	65.95	1323.16	60.32	1728.91	1037.46	122.66	113.44	113.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
